HandID,Board,Winner,WinType,Pot,h_Hole,cfr_Hole,h_Bucket,cfr_Bucket,h_Action,cfr_Action,h_Delta,cfr_Delta
239,2♥4♥Q♠3♠K♦,h_bot,showdown,60,K♣2♠,2♦5♦,K2o,52s,raise,raise,-940,939
240,5♣5♠T♦7♣T♠,cfr_bot,showdown,70,9♠4♦,J♣2♥,94o,J2o,raise,fold,-1000,999
241,7♣Q♠4♠7♦8♠,h_bot,showdown,60,A♥4♣,T♦5♥,A4o,T5o,call,call,-940,939
242,9♣K♦J♣5♦A♣,h_bot,showdown,70,8♣3♣,5♥7♣,83s,75o,call,fold,-930,929
243,A♣2♠T♥K♦8♠,cfr_bot,showdown,130,T♣4♥,A♠6♥,T4o,A6o,raise,fold,-1000,999
244,7♥8♦8♥9♥8♣,cfr_bot,showdown,10,6♣4♠,4♣T♣,64o,T4s,fold,fold,-1000,999
245,9♣A♦J♦2♣A♠,h_bot,showdown,110,Q♦3♣,T♠8♠,Q3o,T8s,call,raise,-890,889
246,7♣K♦J♥5♦9♦,cfr_bot,showdown,220,8♠8♥,6♦9♣,88,96o,fold,call,-1000,999
247,4♥5♣Q♦A♣5♥,h_bot,showdown,110,4♦7♥,9♣8♠,74o,98o,fold,call,-890,889
248,4♣K♠K♦8♣6♦,h_bot,showdown,260,2♠Q♥,9♠7♠,Q2o,97s,raise,raise,-740,739
249,4♣6♦A♣3♥6♣,cfr_bot,showdown,160,3♣7♥,4♠Q♦,73o,Q4o,fold,call,-750,749
250,K♦7♣5♣K♣K♥,cfr_bot,showdown,300,2♠8♦,9♠3♥,82o,93o,fold,call,-900,899
251,9♦2♣5♦8♠7♣,h_bot,showdown,160,2♠6♠,Q♦A♥,62s,AQo,fold,call,-750,749
252,J♠T♦4♠6♠A♦,cfr_bot,showdown,300,4♣5♣,2♣J♣,54s,J2s,fold,call,-900,899
253,A♣Q♣A♠8♠6♦,cfr_bot,showdown,250,T♣2♥,K♥6♥,T2o,K6s,raise,call,-1000,999
254,3♥J♣4♣J♠2♣,cfr_bot,showdown,100,9♥Q♠,K♣J♥,Q9o,KJo,fold,call,-1000,999
255,6♥3♠7♣Q♠T♠,cfr_bot,showdown,100,J♥7♥,T♥6♣,J7s,T6o,call,call,-1000,999
256,2♣5♦8♠4♣9♣,cfr_bot,showdown,100,8♦K♦,A♦9♠,K8s,A9o,fold,call,-1000,999
257,J♠4♠9♦Q♠2♠,cfr_bot,showdown,100,T♣Q♦,3♣5♠,QTo,53o,call,call,-1000,999
258,4♦5♣4♣Q♠4♠,cfr_bot,showdown,10,3♠2♠,6♣3♣,32s,63s,fold,fold,-1000,999
259,3♣Q♥J♦7♥9♣,h_bot,showdown,100,Q♣T♦,2♣K♣,QTo,K2s,fold,call,-900,899
260,Q♥6♥5♦6♣T♥,cfr_bot,showdown,200,2♠9♣,T♣J♥,92o,JTo,call,call,-1000,999
261,K♣8♥T♠2♦4♠,cfr_bot,showdown,100,2♠6♦,Q♦Q♣,62o,QQ,fold,call,-1000,999
262,K♦J♥5♥3♣Q♣,h_bot,showdown,140,Q♠5♣,5♦J♣,Q5o,J5o,fold,raise,-860,859
263,Q♣K♣A♣Q♥6♥,cfr_bot,showdown,150,3♦8♦,Q♠5♦,83s,Q5o,fold,call,-870,869
264,A♥7♥7♠T♣8♥,cfr_bot,showdown,140,2♦9♦,5♣5♦,92s,55,fold,fold,-1000,999
265,Q♠A♣8♠3♥5♦,cfr_bot,showdown,140,J♦4♠,7♣K♦,J4o,K7o,raise,call,-1000,999
266,A♦3♥4♦5♣7♣,cfr_bot,showdown,10,Q♥K♣,7♦5♥,KQo,75o,raise,call,-1000,999
267,5♥8♥2♣8♦T♣,cfr_bot,showdown,0,4♣8♣,A♠8♠,84s,A8s,call,call,-1000,999
268,T♣K♠8♣3♥7♥,h_bot,showdown,10,9♥J♦,3♣Q♥,J9o,Q3o,fold,call,-990,989
269,J♣9♥7♣Q♥4♥,h_bot,showdown,10,T♠J♥,A♣4♣,JTo,A4s,raise,fold,-990,989
270,3♦J♠K♠7♦4♣,h_bot,showdown,20,K♦9♣,A♠8♠,K9o,A8s,call,call,-980,979
271,6♥A♦J♠4♦9♣,h_bot,showdown,30,4♠4♣,6♣J♣,44,J6s,raise,fold,-970,969
272,4♠3♣9♦T♥8♥,cfr_bot,showdown,40,Q♥2♣,8♦Q♠,Q2o,Q8o,raise,fold,-1000,999
273,J♥Q♠4♥6♦A♣,h_bot,showdown,30,J♠3♦,7♠2♣,J3o,72o,raise,call,-970,969
274,7♦9♣4♥A♥7♠,cfr_bot,showdown,40,K♠6♦,K♣J♦,K6o,KJo,raise,fold,-1000,999
275,5♣2♣3♠5♠4♦,h_bot,showdown,30,A♦Q♦,Q♣9♥,AQs,Q9o,call,call,-970,969
276,K♥J♠2♥9♠5♥,h_bot,showdown,60,A♦J♦,Q♠2♠,AJs,Q2s,raise,call,-940,939
277,3♣T♥5♠8♣J♠,cfr_bot,showdown,40,A♦2♠,A♠A♣,A2o,AA,fold,call,-950,949
278,7♠A♠3♥8♣A♣,h_bot|cfr_bot,split,60,T♠4♥,T♦5♣,T4o,T5o,raise,fold,-970,969
279,K♦2♦A♣8♦J♠,cfr_bot,showdown,60,A♠Q♦,8♠K♥,AQo,K8o,fold,call,-980,979
280,3♦K♠7♠Q♠4♠,cfr_bot,showdown,30,J♣A♣,2♥2♣,AJs,22,raise,fold,-1000,999
281,8♣4♥A♦6♥8♦,h_bot,showdown,20,5♠A♣,3♣2♠,A5o,32o,raise,call,-980,979
282,J♥3♠7♦9♣7♣,h_bot,showdown,10,Q♠9♦,2♦9♠,Q9o,92o,fold,call,-970,969
283,3♠T♣T♠4♥4♣,h_bot,showdown,10,A♣6♦,6♣K♣,A6o,K6s,call,call,-970,969
284,2♦J♣8♠A♥J♦,cfr_bot,showdown,10,4♥6♣,4♦A♣,64o,A4o,fold,call,-970,969
285,5♣A♣Q♦Q♥Q♠,h_bot,showdown,10,K♣5♥,2♦K♦,K5o,K2s,fold,call,-970,969
286,7♣Q♣8♣A♠4♠,h_bot,showdown,10,Q♥3♠,8♠5♥,Q3o,85o,fold,call,-960,959
287,8♠2♦9♠8♦A♣,h_bot,showdown,10,A♥9♥,5♦3♣,A9s,53o,fold,call,-960,959
288,4♥3♠7♥J♥7♣,cfr_bot,showdown,10,9♠T♣,5♣A♣,T9o,A5s,call,call,-960,959
289,6♦K♦7♣4♦2♦,h_bot,showdown,40,7♥9♦,3♥5♣,97o,53o,raise,fold,-960,959
290,3♠7♦A♠T♣J♣,cfr_bot,showdown,50,2♦6♣,K♠2♣,62o,K2o,fold,fold,-1000,999
291,3♦5♦7♣K♥2♥,h_bot,showdown,40,Q♦Q♥,9♣Q♣,QQ,Q9s,call,fold,-960,959
292,8♥5♦7♦8♦T♦,cfr_bot,showdown,80,2♣3♦,Q♦T♣,32o,QTo,fold,call,-1000,999
293,2♠6♥5♦9♦K♣,cfr_bot,showdown,40,8♥5♠,9♠T♠,85o,T9s,raise,call,-1000,999
294,J♥3♦4♦7♦5♦,h_bot,showdown,50,T♦A♠,Q♥5♥,ATo,Q5s,call,raise,-950,949
295,J♣8♠2♥K♣6♥,h_bot,showdown,100,8♣Q♣,9♥2♠,Q8s,92o,raise,call,-900,899
296,3♣5♥9♦9♥J♦,cfr_bot,showdown,100,3♦4♥,8♣J♣,43o,J8s,fold,call,-950,949
297,5♣6♥8♥J♠8♠,h_bot,showdown,100,6♣Q♥,9♥Q♣,Q6o,Q9o,raise,call,-900,899
298,2♦A♦6♣7♦K♠,cfr_bot,showdown,60,3♣9♦,4♣T♠,93o,T4o,fold,fold,-950,949
299,4♦T♠8♣J♣3♠,cfr_bot,showdown,100,K♦5♦,9♣9♥,K5s,99,raise,call,-1000,999
300,J♠5♥2♥2♣3♣,h_bot,showdown,50,J♣6♣,8♥8♣,J6s,88,call,call,-950,949
301,3♠3♣2♠8♣2♦,h_bot,showdown,100,3♥5♦,7♣9♣,53o,97s,raise,call,-900,899
302,2♣9♣2♠A♥Q♠,h_bot,showdown,60,Q♦Q♥,7♥7♠,QQ,77,fold,fold,-890,889
303,K♣5♦6♦7♠7♦,cfr_bot,showdown,60,2♣2♠,5♣A♣,22,A5s,fold,call,-900,899
304,3♠T♣5♣A♦8♠,cfr_bot,showdown,60,6♠Q♠,8♦A♠,Q6s,A8o,call,fold,-950,949
305,3♣9♥A♦7♦T♠,h_bot,showdown,100,3♦6♠,8♥K♥,63o,K8s,call,call,-900,899
306,A♥4♣9♥3♦T♠,cfr_bot,showdown,100,7♦J♣,9♣Q♦,J7o,Q9o,fold,call,-950,949
307,6♦9♥7♥K♠J♣,cfr_bot,showdown,100,7♣2♥,J♠J♦,72o,JJ,fold,raise,-960,959
308,8♣9♥4♥2♣K♦,h_bot,showdown,170,Q♣K♥,5♣2♦,KQo,52o,fold,raise,-830,829
309,6♥6♦8♠2♥A♥,h_bot,showdown,340,7♣6♠,K♣8♦,76o,K8o,raise,call,-660,659
310,7♦3♠T♥A♣7♥,h_bot,showdown,180,6♠T♠,9♥J♥,T6s,J9s,call,fold,-650,649
311,7♠J♠T♠6♦K♣,h_bot,showdown,220,5♦8♥,4♦3♣,85o,43o,fold,raise,-440,439
312,T♠5♦8♣5♠Q♠,h_bot,showdown,420,T♥A♠,2♣3♠,ATo,32o,fold,call,-230,229
313,A♣4♦4♣8♥6♣,cfr_bot,showdown,420,9♥7♥,K♦3♦,97s,K3s,call,fold,-440,439
314,6♣6♥7♣Q♣J♠,h_bot|cfr_bot,split,420,4♠K♣,2♠K♠,K4o,K2s,fold,call,-440,439
315,2♥7♦Q♦5♠9♦,h_bot,showdown,420,9♥9♣,3♠4♦,99,43o,call,call,-230,229
316,K♦J♣5♦J♥T♠,cfr_bot,showdown,500,4♠8♥,4♣Q♥,84o,Q4o,raise,call,-480,479
317,2♠3♣8♦4♦8♥,h_bot,showdown,260,A♣J♠,J♦5♥,AJo,J5o,fold,call,-230,229
318,2♦8♣Q♣8♠6♥,h_bot,showdown,580,T♠7♦,4♥7♣,T7o,74o,raise,call,60,-61
319,6♠9♠Q♠J♣J♦,cfr_bot,showdown,660,A♦K♠,T♠J♠,AKo,JTs,raise,call,-270,269
320,5♣7♦T♦A♣K♦,h_bot|cfr_bot,split,340,8♦A♥,8♠A♠,A8o,A8s,fold,fold,-430,429
321,J♥9♥A♦Q♣J♣,h_bot,showdown,660,J♠9♠,T♣3♠,J9s,T3o,call,call,-100,99
322,2♦2♣3♥T♥8♥,cfr_bot,showdown,340,Q♣5♠,J♥8♣,Q5o,J8o,fold,fold,-430,429
323,4♣T♠A♥Q♦9♣,cfr_bot,showdown,340,J♥7♦,7♣4♦,J7o,74o,fold,call,-440,439
324,A♣3♠4♦6♥K♠,cfr_bot,showdown,780,T♥3♦,K♦6♦,T3o,K6s,raise,raise,-810,809
325,7♠9♣T♥4♠3♦,h_bot,showdown,420,9♥Q♦,8♠A♣,Q9o,A8o,fold,call,-400,399
326,8♠7♦6♣3♠3♦,cfr_bot,showdown,860,T♠4♥,T♣T♦,T4o,TT,call,raise,-810,809
327,7♣A♣4♥3♥6♣,h_bot|cfr_bot,split,460,5♦9♥,5♥K♥,95o,K5s,fold,call,-590,589
328,3♥5♣9♣9♦7♣,h_bot,showdown,420,2♥2♦,8♦4♠,22,84o,fold,fold,-580,579
329,J♥A♦6♦3♣A♥,cfr_bot,showdown,460,8♠4♠,7♣8♦,84s,87o,fold,call,-590,589
330,8♠J♥4♥5♠Q♥,h_bot,showdown,420,Q♠3♣,T♥8♣,Q3o,T8o,fold,fold,-580,579
331,Q♠5♣J♣T♦6♥,h_bot,showdown,870,5♦5♥,2♣2♠,55,22,raise,fold,-130,129
332,5♠4♦J♠7♠8♣,cfr_bot,showdown,430,J♣T♥,5♣4♠,JTo,54o,call,fold,-550,549
333,Q♥J♠2♥T♦J♣,cfr_bot,showdown,430,A♦4♣,6♣T♥,A4o,T6o,fold,call,-560,559
334,6♦8♦9♦T♦9♥,h_bot,showdown,430,T♥J♦,8♣4♥,JTo,84o,fold,fold,-550,549
335,2♣9♥5♣T♥8♥,cfr_bot,showdown,430,4♥2♦,Q♥J♠,42o,QJo,fold,call,-560,559
336,8♣A♠J♣4♣4♦,h_bot,showdown,840,Q♦K♥,K♦9♥,KQo,K9o,fold,call,-140,139
337,3♣9♦K♥A♠8♥,cfr_bot,showdown,430,T♦Q♣,6♣A♥,QTo,A6o,fold,call,-150,149
338,J♦4♥Q♣7♦3♥,cfr_bot,showdown,430,3♣6♠,Q♦7♣,63o,Q7o,fold,fold,-570,569
339,T♥3♦A♥K♥8♣,cfr_bot,showdown,430,3♥7♦,Q♣8♥,73o,Q8o,fold,call,-580,579
340,Q♦5♦Q♣A♣J♣,h_bot,showdown,840,2♥Q♠,5♠9♠,Q2o,95s,raise,call,-160,159
341,6♠9♣J♣2♠Q♣,h_bot,showdown,430,J♦5♠,3♣3♦,J5o,33,fold,call,260,-261
342,7♣A♦9♠9♦7♥,h_bot,showdown,840,7♦2♥,3♥8♠,72o,83o,fold,call,680,-681
343,6♠9♦8♣K♥5♥,cfr_bot,showdown,329,J♥T♦,K♦A♠,JTo,AKo,fold,fold,670,-671
344,T♣J♣9♣3♣7♣,h_bot,showdown,749,K♣6♦,A♠T♥,K6o,ATo,fold,call,999,-1000
345,9♥T♦K♥9♦5♣,cfr_bot,showdown,460,2♠K♦,5♠5♥,K2o,55,raise,call,539,-540
346,6♣J♦6♥A♠5♣,cfr_bot,showdown,960,Q♦2♣,4♣6♦,Q2o,64o,raise,call,39,-40
347,J♥A♦T♦9♠2♣,cfr_bot,showdown,510,K♠5♠,6♠9♦,K5s,96o,fold,call,29,-30
348,T♥Q♦K♠5♣K♦,h_bot,showdown,1000,4♥Q♣,6♠2♦,Q4o,62o,fold,call,529,-530
349,J♥5♦6♦8♦J♠,cfr_bot,showdown,480,9♣T♣,4♠4♣,T9s,44,fold,call,519,-520
350,7♥Q♥2♥T♠4♦,h_bot,showdown,510,J♠J♦,4♥6♣,JJ,64o,call,fold,529,-530
351,4♠J♣9♣3♣K♣,cfr_bot,showdown,480,6♦2♠,A♣K♠,62o,AKo,fold,fold,519,-520
352,Q♥T♣5♦J♦3♥,cfr_bot,showdown,550,7♠9♣,9♦J♠,97o,J9o,raise,fold,-21,20
353,A♠2♦8♠T♥7♥,cfr_bot,showdown,550,6♣4♠,8♥J♦,64o,J8o,fold,call,-31,30
354,5♠J♠4♠6♠T♥,h_bot,showdown,590,K♦6♥,2♥9♦,K6o,92o,raise,fold,-21,20
355,J♦4♥6♦Q♦6♠,h_bot,showdown,590,Q♥8♣,J♠9♣,Q8o,J9o,fold,call,559,-560
356,2♣3♥2♦T♦K♦,h_bot,showdown,630,J♥T♥,7♦8♣,JTs,87o,raise,fold,569,-570
357,4♣8♦Q♠5♦3♠,h_bot,showdown,440,5♥8♣,A♣Q♦,85o,AQo,fold,fold,999,-1000
358,5♠A♠Q♥K♥6♣,h_bot,showdown,660,7♠5♥,3♥8♠,75o,83o,raise,call,999,-1000
359,K♠2♦8♠Q♣5♣,cfr_bot,showdown,10,7♠2♥,7♦K♥,72o,K7o,fold,fold,989,-990
360,T♣K♥K♣K♠Q♥,h_bot|cfr_bot,split,670,3♣4♠,3♦8♦,43o,83s,fold,fold,664,-665
361,Q♠Q♣2♥3♦Q♥,cfr_bot,showdown,345,6♦4♥,7♦2♦,64o,72s,fold,fold,654,-655
362,7♦Q♣T♣5♠7♣,h_bot,showdown,1045,T♦K♠,J♣4♦,KTo,J4o,raise,call,999,-1000
363,3♠T♠T♥5♠2♦,cfr_bot,showdown,10,7♠Q♦,2♣3♦,Q7o,32o,fold,fold,989,-990
364,3♦K♠3♣J♦8♠,cfr_bot,showdown,710,2♠A♦,8♥2♦,A2o,82o,fold,fold,289,-290
365,6♣Q♦3♣9♣T♥,h_bot,showdown,1400,3♥A♥,2♥2♣,A3s,22,call,call,989,-990
366,6♣J♦9♥Q♠5♠,h_bot,showdown,750,5♥3♦,A♠T♦,53o,ATo,raise,fold,999,-1000
367,8♣J♦3♣9♣8♦,h_bot,showdown,10,J♠T♦,6♥7♣,JTo,76o,fold,call,999,-1000
368,5♥7♣A♣7♠7♥,cfr_bot,showdown,740,9♥J♥,T♥A♥,J9s,ATs,fold,fold,259,-260
369,3♦8♦9♣T♣K♠,h_bot,showdown,1480,A♣2♣,2♠6♣,A2s,62o,call,call,999,-1000
370,5♠4♥8♠Q♥A♥,h_bot,showdown,780,4♣8♥,J♦Q♦,84o,QJs,raise,fold,999,-1000
371,5♣8♣6♥9♦7♠,h_bot|cfr_bot,split,820,Q♠6♦,9♣J♠,Q6o,J9o,raise,fold,589,-590
372,5♥A♦K♥T♠Q♠,h_bot,showdown,870,Q♦4♦,9♦7♥,Q4s,97o,raise,fold,599,-600
373,4♠4♣J♣2♠6♠,cfr_bot,showdown,1260,T♦5♦,Q♠J♠,T5s,QJs,call,fold,-261,260
374,J♣T♦K♥3♥K♠,cfr_bot,showdown,749,9♥2♣,8♠J♦,92o,J8o,fold,fold,-1000,999
375,3♥J♦7♣7♦Q♦,h_bot,showdown,860,4♦8♦,7♥T♦,84s,T7o,fold,call,-140,139
376,4♠K♦8♥6♥K♣,cfr_bot,showdown,1720,9♥J♠,K♥7♥,J9o,K7s,fold,call,-1000,999
377,4♥Q♠8♣4♠J♦,h_bot,showdown,860,Q♦K♦,9♦5♠,KQs,95o,call,call,-140,139
378,9♣Q♥6♣J♦9♦,h_bot,showdown,870,8♠6♠,7♥K♥,86s,K7s,fold,fold,-130,129
379,T♦9♣6♥J♦Q♥,h_bot,showdown,1740,J♣J♥,4♣5♥,JJ,54o,raise,call,740,-741
380,7♣J♥6♥5♦6♠,h_bot,showdown,920,2♥K♣,8♥T♣,K2o,T8o,raise,fold,750,-751
381,9♣2♣6♠T♦Q♣,h_bot,showdown,259,2♥3♠,K♣5♦,32o,K5o,fold,call,999,-1000
382,8♠A♥Q♦K♦5♥,h_bot,showdown,910,7♥4♥,3♠6♥,74s,63o,fold,fold,999,-1000
383,Q♣J♠6♣K♦A♠,cfr_bot,showdown,10,2♦8♥,5♠5♦,82o,55,fold,fold,989,-990
384,7♣2♣J♦K♥T♦,h_bot,showdown,920,7♦4♥,2♥Q♦,74o,Q2o,fold,fold,999,-1000
385,K♦5♠8♣6♥T♦,cfr_bot,showdown,10,9♣2♦,7♠4♦,92o,74o,fold,call,989,-990
386,T♦8♦6♠K♥6♣,h_bot,showdown,960,9♥7♣,A♦8♣,97o,A8o,raise,fold,999,-1000
387,7♥A♣T♦2♠2♥,cfr_bot,showdown,10,8♥J♦,2♣Q♥,J8o,Q2o,fold,call,989,-990
388,J♠6♦5♦2♦9♠,h_bot,showdown,960,A♥Q♠,8♦Q♥,AQo,Q8o,fold,call,999,-1000
389,A♥8♦8♠7♠7♣,h_bot|cfr_bot,split,10,6♦9♣,4♠9♥,96o,94o,fold,call,994,-995
390,8♥T♦7♦3♦9♠,h_bot,showdown,995,T♣7♥,7♠4♥,T7o,74o,raise,call,999,-1000
391,J♣A♣6♥2♦T♣,h_bot,showdown,10,A♦Q♦,2♣4♦,AQs,42o,fold,call,999,-1000
392,8♥3♦5♣7♥T♣,h_bot,showdown,1030,K♣K♦,6♥Q♣,KK,Q6o,raise,call,999,-1000
393,8♣6♦Q♦K♦3♠,h_bot|cfr_bot,split,1070,6♥5♣,6♠7♣,65o,76o,raise,fold,464,-465
394,8♦A♣A♦9♦9♠,cfr_bot,showdown,1605,K♠9♣,T♠A♠,K9o,ATs,fold,call,-606,605
395,3♥8♣A♦Q♦T♥,cfr_bot,showdown,1464,7♣6♦,Q♠2♥,76o,Q2o,raise,call,-1000,999
396,7♦4♣3♣6♦6♥,h_bot,showdown,394,5♥8♠,2♠8♥,85o,82o,fold,call,-606,605
397,7♦2♣2♥T♣5♠,cfr_bot,showdown,788,T♠3♠,T♥K♦,T3s,KTo,call,call,-1000,999
398,2♣5♥7♠6♥A♥,cfr_bot,showdown,394,7♣6♦,9♣8♦,76o,98o,fold,call,-1000,999
399,9♠T♣J♥J♠7♦,h_bot,showdown,394,Q♦Q♠,Q♣9♦,QQ,Q9o,fold,call,-606,605
400,7♣6♦7♦8♣A♦,h_bot,showdown,788,Q♦2♣,T♦2♠,Q2o,T2o,raise,call,-212,211
401,A♣A♦3♣9♣J♥,h_bot,showdown,404,J♣4♠,2♦K♥,J4o,K2o,fold,call,182,-183
402,2♥3♥J♦A♥2♠,cfr_bot,showdown,868,K♣T♥,J♣Q♠,KTo,QJo,raise,call,-252,251
403,5♠K♠3♣3♦7♥,h_bot,showdown,444,3♠A♣,4♦2♦,A3o,42s,fold,call,182,-183
404,T♦T♠8♠4♠T♣,h_bot,showdown,868,6♣4♥,7♣A♠,64o,A7o,fold,call,616,-617
405,Q♦A♦2♠K♣6♠,cfr_bot,showdown,393,6♥2♣,J♥T♣,62o,JTo,fold,call,606,-607
406,2♠K♦A♣6♣9♥,cfr_bot,showdown,444,2♥4♥,J♠A♥,42s,AJo,call,fold,172,-173
407,8♥A♦7♥3♦3♣,h_bot,showdown,444,J♣9♥,6♣2♠,J9o,62o,fold,call,606,-607
408,5♦2♥7♦7♥T♥,h_bot,showdown,827,9♦5♥,4♦8♠,95o,84o,fold,call,999,-1000
409,J♥9♦5♠6♠4♦,cfr_bot,showdown,10,3♥K♦,A♠7♦,K3o,A7o,fold,call,989,-990
410,9♥K♣4♥Q♠2♥,cfr_bot,showdown,444,J♦A♣,K♠5♦,AJo,K5o,fold,fold,555,-556
411,8♠3♦6♣3♥Q♣,cfr_bot,showdown,444,4♥6♦,6♥A♥,64o,A6s,fold,call,545,-546
412,8♦9♦T♣K♠7♣,h_bot,showdown,484,9♠8♥,A♥T♦,98o,ATo,raise,fold,555,-556
413,2♠A♦2♥3♥5♠,cfr_bot,showdown,454,6♦5♦,K♠4♣,65s,K4o,fold,fold,545,-546
414,9♠3♥8♠7♠J♣,cfr_bot,showdown,484,4♦6♠,K♠2♥,64o,K2o,fold,fold,71,-72
415,6♦6♠5♠5♦9♠,h_bot,showdown,484,8♥Q♦,2♥T♣,Q8o,T2o,fold,call,545,-546
416,J♦J♥A♠5♠2♠,h_bot|cfr_bot,split,928,8♠2♦,2♥4♣,82o,42o,fold,call,535,-536
417,Q♣9♥9♣5♠A♣,h_bot,showdown,474,4♠A♠,8♥5♦,A4s,85o,fold,fold,999,-1000
418,Q♦J♣5♥8♦3♦,h_bot,showdown,514,6♦5♠,7♣9♣,65o,97s,raise,fold,999,-1000
419,T♣4♣8♠2♠2♦,cfr_bot,showdown,554,6♥K♦,4♥7♥,K6o,74s,raise,fold,445,-446
420,3♠4♥8♥6♦3♦,cfr_bot,showdown,1108,2♥2♠,Q♣3♣,22,Q3s,fold,call,-109,108
421,2♣3♣2♠J♥9♦,h_bot|cfr_bot,split,1188,J♦T♦,J♠T♥,JTs,JTo,raise,call,-109,108
422,A♣4♠9♥Q♠Q♦,h_bot,showdown,1188,T♠Q♣,T♥3♥,QTo,T3s,fold,call,485,-486
423,5♣K♠T♥J♠6♥,cfr_bot,showdown,524,4♠9♣,A♦7♠,94o,A7o,fold,call,475,-476
424,7♥6♣Q♠9♦7♦,cfr_bot,showdown,604,6♠T♠,Q♣K♣,T6s,KQs,fold,fold,-119,118
425,6♦A♠Q♦9♠4♥,cfr_bot,showdown,1188,3♥J♠,T♥Q♣,J3o,QTo,call,call,-713,712
426,7♦K♥A♣6♥6♠,cfr_bot,showdown,881,T♣8♠,7♠8♦,T8o,87o,fold,call,-1000,999
427,9♣A♦9♠6♣4♥,cfr_bot,showdown,594,7♣K♥,K♠6♠,K7o,K6s,raise,call,-1000,999
428,7♠Q♦9♥5♣A♦,h_bot,showdown,10,A♠2♦,8♣8♥,A2o,88,fold,call,-990,989
429,2♣2♦6♠7♣Q♠,cfr_bot,showdown,10,J♥3♦,8♣8♠,J3o,88,fold,call,-1000,999
430,2♣9♣8♣7♣Q♥,h_bot,showdown,10,9♥J♥,K♦A♠,J9s,AKo,raise,call,-990,989
431,7♣A♣8♣8♦A♦,cfr_bot,showdown,20,5♣7♠,4♠Q♥,75o,Q4o,raise,call,-1000,999
432,2♥J♥Q♠9♦7♣,h_bot,showdown,10,A♠K♦,5♥3♦,AKo,53o,fold,call,-990,989
433,8♦8♠3♦Q♦2♥,h_bot,showdown,20,8♣A♣,T♥2♣,A8s,T2o,call,call,-980,979
434,Q♠A♣J♥Q♣T♥,h_bot,showdown,20,9♥9♦,4♠6♣,99,64o,fold,fold,-970,969
435,J♣2♦8♣T♥2♥,cfr_bot,showdown,20,J♥A♦,Q♣9♠,AJo,Q9o,fold,call,-980,979
436,9♥K♦A♥T♣T♥,h_bot,showdown,20,Q♣K♣,5♦3♠,KQs,53o,fold,call,-970,969
437,7♥8♠3♣2♣T♣,h_bot,showdown,20,7♣2♦,A♣9♠,72o,A9o,fold,call,-960,959
438,A♥9♠2♣T♠4♣,h_bot,showdown,20,3♠A♣,8♦T♣,A3o,T8o,fold,call,-950,949
439,8♣4♣A♦2♦8♦,cfr_bot,showdown,60,J♦7♥,Q♠4♦,J7o,Q4o,fold,raise,-960,959
440,K♦5♥2♠2♣7♥,cfr_bot,showdown,120,9♥8♥,T♠J♠,98s,JTs,raise,raise,-1000,999
441,5♥T♠K♠5♠6♠,cfr_bot,showdown,80,T♣7♥,K♣J♣,T7o,KJs,raise,call,-1000,999
442,T♦5♦5♥9♥3♠,cfr_bot,showdown,10,6♣Q♥,2♥3♣,Q6o,32o,raise,call,-1000,999
443,8♦7♥8♣J♦A♠,cfr_bot,showdown,0,9♥3♥,T♠J♣,93s,JTo,call,call,-1000,999
444,6♠K♥8♦5♣7♥,h_bot,showdown,10,9♥T♥,6♦9♠,T9s,96o,fold,call,-990,989
445,9♣J♥K♣J♠A♦,h_bot,showdown,20,8♥9♠,7♦T♣,98o,T7o,raise,call,-980,979
446,7♥9♠T♣6♠5♠,cfr_bot,showdown,20,J♦3♥,K♣A♥,J3o,AKo,fold,call,-990,989
447,3♠7♥3♣7♦Q♥,h_bot|cfr_bot,split,20,T♠Q♣,Q♠T♣,QTo,QTo,fold,call,-990,989
448,K♠8♥5♥8♣4♣,cfr_bot,showdown,20,Q♦9♣,A♠4♦,Q9o,A4o,fold,call,-1000,999
449,2♣T♥6♣6♠9♦,h_bot,showdown,10,T♠8♥,5♠Q♣,T8o,Q5o,fold,call,-990,989
450,T♦3♥K♥7♣K♦,h_bot,showdown,20,4♦9♠,5♠6♠,94o,65s,raise,fold,-980,979
451,6♠A♣5♥8♠T♣,cfr_bot,showdown,20,9♦2♦,Q♦J♣,92s,QJo,fold,call,-990,989
452,4♠K♣3♠T♣8♠,h_bot,showdown,20,5♠T♦,6♦9♥,T5o,96o,raise,fold,-980,979
453,7♠K♥T♣A♠3♥,cfr_bot,showdown,30,2♣K♦,2♥A♥,K2o,A2s,raise,fold,-1000,999
454,2♥A♦A♣T♦6♣,h_bot,showdown,20,K♠9♠,J♥3♦,K9s,J3o,call,call,-980,979
455,A♠A♥4♦8♠J♦,h_bot,showdown,30,7♥4♣,K♣3♥,74o,K3o,fold,call,-960,959
456,A♥A♦8♣7♣T♣,cfr_bot,showdown,40,6♦Q♠,T♦7♥,Q6o,T7o,fold,call,-980,979
457,K♥5♦K♣4♦Q♠,cfr_bot,showdown,30,9♠2♣,2♥2♠,92o,22,fold,call,-990,989
458,A♦7♦5♣6♠8♥,h_bot,showdown,30,Q♥A♣,J♥3♦,AQo,J3o,fold,call,-970,969
459,5♣2♦7♣T♥9♦,cfr_bot,showdown,30,A♣3♠,6♥9♠,A3o,96o,fold,call,-980,979
