HandID,Board,Winner,WinType,Pot,h_Hole,cfr_Hole,h_Bucket,cfr_Bucket,h_Action,cfr_Action,h_Delta,cfr_Delta
8889,6♥6♠A♠8♠7♦,h_bot,showdown,484,A♦2♠,J♠T♣,A2o,JTo,call,call,-274,240
8890,8♦K♦K♣9♦4♣,cfr_bot,showdown,292,3♠J♠,6♣6♦,J3s,66,raise,fold,-556,522
8891,J♣6♠T♣8♠Q♣,cfr_bot,showdown,292,5♥5♦,6♣K♦,55,K6o,fold,call,-566,532
8892,6♦3♠5♠K♠4♦,cfr_bot,showdown,564,J♣2♠,7♥T♣,J2o,T7o,fold,call,-848,814
8893,J♠J♥A♦Q♦2♠,h_bot|cfr_bot,split,292,8♥2♥,3♦2♦,82s,32s,fold,fold,-712,678
8894,4♥J♥K♦7♥2♣,cfr_bot,showdown,292,A♣3♠,K♣7♠,A3o,K7o,fold,fold,-994,960
8895,2♣6♠K♦2♠Q♣,h_bot,showdown,288,4♠2♦,A♠J♦,42o,AJo,raise,call,-712,678
8896,2♦7♣K♦A♥3♣,h_bot,showdown,16,9♥Q♦,8♣4♠,Q9o,84o,fold,call,-702,668
8897,T♠4♠A♥A♣6♥,cfr_bot,showdown,16,Q♣2♥,2♦2♣,Q2o,22,fold,call,-712,678
8898,5♠J♣9♦5♣6♦,cfr_bot,showdown,16,8♣Q♠,J♦A♠,Q8o,AJo,fold,call,-718,684
8899,3♦J♣2♥2♦T♣,cfr_bot,showdown,16,Q♠8♠,T♥Q♦,Q8s,QTo,fold,call,-728,694
8900,Q♦J♣9♦2♥A♦,cfr_bot,showdown,16,8♠3♥,3♣9♠,83o,93o,fold,call,-734,700
8901,Q♣2♦4♣4♠8♦,h_bot,showdown,100,4♦A♣,2♥8♣,A4o,82o,raise,call,-684,650
8902,9♥4♥3♠A♠T♠,h_bot,showdown,60,T♥3♥,8♥8♠,T3s,88,fold,fold,-674,640
8903,K♠T♦7♦A♣Q♠,cfr_bot,showdown,60,2♥6♦,8♣3♦,62o,83o,fold,call,-684,650
8904,J♥3♠2♠8♦T♥,cfr_bot,showdown,100,4♣7♦,T♠6♣,74o,T6o,fold,call,-734,700
8905,T♦8♠4♦J♠6♥,cfr_bot,showdown,140,A♠2♠,8♣J♦,A2s,J8o,raise,fold,-824,790
8906,3♦6♠3♠7♥9♥,cfr_bot,showdown,180,5♦A♣,6♥T♥,A5o,T6s,fold,call,-914,880
8907,5♦6♣T♣A♣Q♥,cfr_bot,showdown,100,3♠J♦,T♦8♠,J3o,T8o,fold,call,-924,890
8908,A♠T♦2♥5♠4♣,h_bot,showdown,86,9♥Q♠,9♦7♥,Q9o,97o,fold,fold,-914,880
8909,4♠9♣A♦K♦9♠,h_bot,showdown,100,4♣K♥,4♦8♦,K4o,84s,fold,call,-824,790
8910,4♦K♠T♣8♦7♦,cfr_bot,showdown,180,7♣3♥,K♦J♥,73o,KJo,fold,call,-914,880
8911,7♠7♦6♥8♠Q♣,cfr_bot,showdown,216,Q♦J♣,9♠5♠,QJo,95s,raise,raise,-1000,966
8912,7♣K♣8♠Q♦3♣,cfr_bot,showdown,130,3♠6♥,6♣2♣,63o,62s,fold,call,-1000,966
8913,K♦Q♥3♠A♥J♠,h_bot,showdown,130,A♣9♦,5♦9♣,A9o,95o,raise,call,-870,836
8914,5♠9♣4♥J♠Q♦,h_bot,showdown,10,5♦9♠,A♥7♣,95o,A7o,fold,call,-860,826
8915,6♠K♦K♣T♠7♣,cfr_bot,showdown,10,4♦3♠,2♥2♣,43o,22,fold,call,-870,836
8916,5♠4♠7♦J♥Q♦,cfr_bot,showdown,10,8♥Q♥,Q♠K♥,Q8s,KQo,fold,fold,-870,836
8917,9♣4♣T♠3♠Q♦,h_bot,showdown,10,T♣Q♣,K♠4♥,QTs,K4o,fold,call,-870,836
8918,J♦K♣K♥4♦6♠,cfr_bot,showdown,10,8♠5♦,T♦Q♥,85o,QTo,fold,call,-870,836
8919,2♥A♦9♣4♥4♣,cfr_bot,showdown,10,3♣8♣,Q♦3♦,83s,Q3s,fold,call,-880,846
8920,Q♦K♥8♣3♠6♥,cfr_bot,showdown,50,J♦5♥,7♥K♠,J5o,K7o,raise,fold,-920,886
8921,5♦7♦6♠2♠7♣,cfr_bot,showdown,90,Q♥4♦,4♣6♦,Q4o,64o,fold,raise,-930,896
8922,8♦4♥5♠J♠T♥,h_bot,showdown,150,Q♦A♥,6♥K♦,AQo,K6o,fold,call,-850,816
8923,J♥4♦Q♦K♣6♠,cfr_bot,showdown,90,Q♣7♥,K♥8♥,Q7o,K8s,fold,call,-860,826
8924,T♦6♦6♣5♠K♣,cfr_bot,showdown,200,J♣8♣,8♦Q♦,J8s,Q8s,fold,raise,-940,906
8925,J♦4♦5♦Q♠8♠,h_bot,showdown,180,7♠J♠,3♦4♠,J7s,43o,raise,call,-820,786
8926,4♠K♠8♦2♠T♦,cfr_bot,showdown,200,6♣Q♣,3♠2♥,Q6s,32o,raise,call,-920,886
8927,7♠A♠T♠A♦3♦,cfr_bot,showdown,150,8♠4♣,J♥J♦,84o,JJ,fold,raise,-930,896
8928,5♥Q♠5♦4♦A♥,cfr_bot,showdown,80,J♣9♣,5♠J♦,J9s,J5o,raise,fold,-1000,966
8929,2♦9♠K♣8♦3♣,h_bot,showdown,110,4♦A♦,T♥5♠,A4s,T5o,fold,raise,-890,856
8930,4♦K♥Q♣7♠7♦,h_bot,showdown,120,7♥8♥,6♥8♠,87s,86o,fold,fold,-880,846
8931,4♣K♥2♦2♣9♥,h_bot,showdown,120,3♦Q♣,8♥T♣,Q3o,T8o,fold,call,-770,736
8932,8♥Q♣2♦5♥5♠,cfr_bot,showdown,120,K♥J♦,2♠A♣,KJo,A2o,call,fold,-880,846
8933,7♠3♣T♠T♦Q♣,h_bot,showdown,120,A♣K♦,K♣J♦,AKo,KJo,fold,call,-770,736
8934,5♦J♠Q♠Q♦9♠,h_bot,showdown,220,A♦3♠,2♣4♦,A3o,42o,fold,call,-660,626
8935,K♠9♠5♥K♣T♥,h_bot,showdown,300,4♥4♠,8♠A♠,44,A8s,raise,call,-510,476
8936,K♦7♠2♦T♥2♣,h_bot,showdown,380,Q♠A♠,5♣8♣,AQs,85s,raise,call,-320,286
8937,J♠5♥7♥T♥5♣,cfr_bot,showdown,200,J♣9♠,9♥6♥,J9o,96s,fold,call,-330,296
8938,6♠5♠9♦6♣Q♥,h_bot,showdown,460,8♣A♠,3♥4♣,A8o,43o,raise,call,-100,66
8939,2♦9♣Q♣9♦9♠,h_bot,showdown,540,9♥7♦,A♦8♦,97o,A8s,raise,call,170,-204
8940,T♣K♣7♦3♠4♥,h_bot,showdown,280,4♠8♦,2♠9♥,84o,92o,fold,fold,180,-214
8941,K♠8♥J♣T♥4♥,h_bot,showdown,280,2♦K♦,A♦5♥,K2s,A5o,fold,call,450,-484
8942,3♠7♦K♥K♣8♣,h_bot,showdown,540,T♣7♥,9♣T♥,T7o,T9o,fold,call,720,-754
8943,3♦J♦Q♣K♥K♠,h_bot|cfr_bot,split,556,A♣9♥,2♣A♠,A9o,A2o,raise,call,688,-722
8944,2♠K♦3♦4♦K♣,h_bot,showdown,320,K♥J♦,3♣4♣,KJo,43s,fold,fold,698,-732
8945,9♦6♣A♠J♣7♣,cfr_bot,showdown,278,4♣T♥,T♣Q♠,T4o,QTo,fold,call,688,-722
8946,J♣9♣A♣3♦T♣,h_bot,showdown,588,A♠2♦,9♦2♠,A2o,92o,call,call,966,-1000
8947,T♠4♣7♣3♦A♠,cfr_bot,showdown,10,K♣3♣,3♠A♦,K3s,A3o,fold,call,956,-990
8948,2♦T♦J♥8♣K♠,cfr_bot,showdown,360,Q♦Q♥,2♥K♦,QQ,K2o,raise,fold,606,-640
8949,9♦T♣K♥J♥8♣,cfr_bot,showdown,370,5♣K♣,8♥8♦,K5s,88,fold,raise,596,-630
8950,T♠8♣3♦2♠J♠,h_bot,showdown,720,9♣3♥,4♣7♣,93o,74s,fold,call,956,-990
8951,5♠4♣T♦A♥7♦,h_bot,showdown,410,2♦A♠,Q♣Q♠,A2o,QQ,raise,fold,966,-1000
8952,7♠Q♣J♠9♦T♠,cfr_bot,showdown,400,4♦9♣,9♠A♣,94o,A9o,fold,fold,566,-600
8953,9♥K♦7♠6♦8♠,cfr_bot,showdown,410,3♥3♣,8♥4♣,33,84o,fold,call,556,-590
8954,6♥2♣2♠Q♠K♥,h_bot,showdown,410,9♣5♣,5♥3♥,95s,53s,fold,fold,566,-600
8955,J♠7♥6♦7♦7♠,h_bot,showdown,840,Q♦Q♣,6♥8♣,QQ,86o,raise,call,966,-1000
8956,2♦T♥9♣6♠Q♣,cfr_bot,showdown,440,3♥K♠,A♥7♣,K3o,A7o,fold,call,526,-560
8957,6♠K♠J♦K♣6♦,h_bot|cfr_bot,split,450,3♦8♦,7♦4♣,83s,74o,fold,call,741,-775
8958,8♠3♣6♠K♥Q♥,h_bot,showdown,490,T♣J♣,9♠4♠,JTs,94s,raise,fold,751,-785
8959,7♥9♠3♠T♦4♣,h_bot,showdown,735,K♠9♦,K♥Q♦,K9o,KQo,raise,fold,966,-1000
8960,8♥Q♦T♣2♣K♥,h_bot,showdown,520,9♦5♥,4♠5♠,95o,54s,fold,call,966,-1000
8961,2♣7♠A♠K♠Q♠,h_bot,showdown,10,9♠6♣,8♥8♦,96o,88,fold,raise,966,-1000
8962,9♣3♥4♥4♠9♠,h_bot,showdown,0,3♦T♣,2♦8♦,T3o,82s,fold,call,966,-1000
8963,3♠5♣9♦4♦3♦,h_bot,showdown,10,A♥T♦,Q♠7♣,ATo,Q7o,fold,fold,966,-1000
8964,8♠8♦2♠9♣3♥,cfr_bot,showdown,40,6♥5♠,5♦7♥,65o,75o,raise,fold,926,-960
8965,9♥5♠J♠K♠6♦,h_bot,showdown,50,J♣2♥,9♣8♦,J2o,98o,fold,raise,966,-1000
8966,T♠5♥A♠K♣2♦,cfr_bot,showdown,40,6♠9♦,T♥3♥,96o,T3s,fold,fold,926,-960
8967,4♥T♥J♦9♣6♦,cfr_bot,showdown,50,2♦5♦,Q♣2♥,52s,Q2o,fold,call,916,-950
8968,Q♦K♦A♥8♦2♦,h_bot,showdown,80,T♦6♦,9♦Q♠,T6s,Q9o,fold,call,956,-990
8969,T♥9♦8♠Q♠5♣,cfr_bot,showdown,20,K♣3♠,9♥4♦,K3o,94o,fold,call,946,-980
8970,J♠Q♦Q♣3♣J♥,cfr_bot,showdown,50,5♣T♠,A♦5♦,T5o,A5s,fold,fold,906,-940
8971,8♠8♥3♥8♣Q♠,h_bot,showdown,50,3♣7♥,5♥K♦,73o,K5o,fold,call,946,-980
8972,7♣K♦Q♠A♠8♣,cfr_bot,showdown,100,6♠5♣,5♥T♥,65o,T5s,raise,call,866,-900
8973,A♣2♠K♦A♠8♠,cfr_bot,showdown,90,J♦K♣,5♠A♥,KJo,A5o,fold,call,856,-890
8974,6♦4♥2♣2♠Q♥,h_bot,showdown,90,3♠K♠,J♦9♦,K3s,J9s,fold,fold,866,-900
8975,K♦6♣J♣8♠3♠,cfr_bot,showdown,90,2♦9♣,7♣7♥,92o,77,fold,call,856,-890
8976,8♥A♦A♠3♣4♣,cfr_bot,showdown,90,5♦5♥,8♠6♥,55,86o,fold,fold,776,-810
8977,2♥6♠4♥6♦J♥,h_bot,showdown,200,3♣6♣,2♦3♦,63s,32s,raise,fold,856,-890
8978,6♦9♦K♦5♠9♥,cfr_bot,showdown,230,Q♦4♥,3♣9♠,Q4o,93o,fold,call,736,-770
8979,8♥3♥3♠5♦Q♣,cfr_bot,showdown,130,8♣J♥,T♠T♦,J8o,TT,fold,call,726,-760
8980,3♦Q♣7♣9♠A♣,cfr_bot,showdown,130,J♠K♠,6♣6♦,KJs,66,fold,fold,606,-640
8981,5♣K♣4♦Q♠5♠,h_bot,showdown,130,5♦6♦,K♥A♦,65s,AKo,fold,call,726,-760
8982,5♠7♠4♣4♠K♠,cfr_bot,showdown,130,T♦3♥,2♠J♣,T3o,J2o,fold,fold,606,-640
8983,7♥9♣8♥2♠6♦,h_bot,showdown,130,8♠6♠,A♣4♠,86s,A4o,fold,call,726,-760
8984,4♠6♥6♣2♦5♠,h_bot,showdown,240,4♦7♣,8♠K♣,74o,K8o,fold,call,846,-880
8985,9♦K♦J♠K♠7♣,h_bot,showdown,280,3♥J♥,T♦7♠,J3s,T7o,raise,call,966,-1000
8986,3♠7♠A♥4♠3♦,cfr_bot,showdown,160,9♣J♠,2♣K♥,J9o,K2o,fold,fold,806,-840
8987,Q♥J♦9♣9♦8♦,cfr_bot,showdown,320,4♥2♠,8♠3♥,42o,83o,call,call,646,-680
8988,5♦5♣7♦T♠9♠,cfr_bot,showdown,320,A♣3♦,6♠8♥,A3o,86o,fold,call,486,-520
8989,3♠3♥2♥A♥T♠,cfr_bot,showdown,400,4♥6♠,T♥4♣,64o,T4o,raise,call,286,-320
8990,T♦4♠5♣T♠9♣,cfr_bot,showdown,210,K♥A♠,A♦A♣,AKo,AA,fold,fold,86,-120
8991,9♥8♠2♠5♦Q♥,h_bot,showdown,210,3♣2♥,K♣J♠,32o,KJo,fold,call,286,-320
8992,3♦K♥9♠6♦J♥,cfr_bot,showdown,400,8♠5♦,2♥K♠,85o,K2o,fold,call,86,-120
8993,A♥2♣2♠Q♦8♣,h_bot,showdown,210,4♣T♥,4♠6♣,T4o,64o,fold,call,286,-320
8994,A♣K♥8♥2♣Q♣,cfr_bot,showdown,210,7♠6♥,A♥9♥,76o,A9s,fold,fold,86,-120
8995,2♦5♠5♣K♠2♠,h_bot,showdown,480,A♥9♦,T♣Q♠,A9o,QTo,raise,call,326,-360
8996,2♠7♦Q♣T♦3♦,h_bot,showdown,480,9♦8♥,4♠6♦,98o,64o,fold,call,566,-600
8997,2♣T♣9♣3♣7♥,cfr_bot,showdown,250,4♥3♠,9♥4♠,43o,94o,fold,call,556,-590
8998,7♦J♠7♠T♣A♦,h_bot,showdown,560,2♦K♥,4♥8♥,K2o,84s,raise,call,836,-870
8999,9♦9♠K♣K♥4♦,h_bot,showdown,410,K♦6♣,Q♣7♥,K6o,Q7o,call,call,966,-1000
9000,7♦Q♦2♣5♥3♥,h_bot,showdown,280,Q♣4♥,K♥8♣,Q4o,K8o,fold,fold,966,-1000
9001,Q♣4♥6♦7♥2♥,cfr_bot,showdown,10,5♣A♣,6♥9♣,A5s,96o,fold,call,956,-990
9002,8♠2♠6♠7♠T♥,cfr_bot,showdown,290,Q♥K♦,K♥A♥,KQo,AKs,fold,raise,676,-710
9003,7♥6♦T♦7♦8♠,cfr_bot,showdown,20,A♥K♥,3♦9♠,AKs,93o,fold,fold,666,-700
9004,7♥A♠A♥3♦4♦,h_bot,showdown,60,T♦K♥,5♥8♦,KTo,85o,raise,fold,676,-710
9005,T♣2♠2♣K♦7♣,cfr_bot,showdown,60,9♥Q♦,T♦6♣,Q9o,T6o,fold,call,666,-700
9006,8♣9♣8♥T♥J♣,cfr_bot,showdown,100,5♦2♦,9♥3♣,52s,93o,fold,call,616,-650
9007,Q♣A♠A♣8♣4♦,h_bot,showdown,60,T♠4♥,6♣2♠,T4o,62o,fold,call,666,-700
9008,3♥3♦J♦T♦6♣,h_bot,showdown,60,J♣A♥,7♥7♠,AJo,77,fold,fold,676,-710
9009,K♦8♠8♥8♦2♥,cfr_bot,showdown,100,7♦5♠,J♥J♣,75o,JJ,fold,raise,666,-700
9010,5♥K♥T♥2♣T♦,h_bot,showdown,180,Q♥5♣,6♥4♦,Q5o,64o,fold,call,756,-790
9011,K♠2♣6♥7♠8♠,h_bot,showdown,220,6♠J♣,Q♦4♠,J6o,Q4o,raise,fold,846,-880
9012,8♦A♠3♦7♠3♣,h_bot,showdown,140,4♣A♣,6♣J♦,A4s,J6o,fold,fold,856,-890
9013,A♠J♠T♦Q♥4♥,h_bot,showdown,120,Q♣3♦,9♥6♠,Q3o,96o,fold,call,966,-1000
9014,2♠8♦9♠J♣9♥,cfr_bot,showdown,130,T♦4♦,A♠2♥,T4s,A2o,fold,raise,836,-870
9015,6♥A♠4♣3♣9♣,h_bot,showdown,10,J♣K♣,J♦T♠,KJs,JTo,fold,call,836,-870
9016,T♥9♠T♦K♣4♥,h_bot,showdown,10,J♦A♣,8♣A♥,AJo,A8o,fold,call,846,-880
9017,7♠A♣7♦8♥6♦,h_bot,showdown,100,T♥K♠,4♦Q♦,KTo,Q4s,raise,call,896,-930
9018,8♣A♥5♥4♣K♦,h_bot,showdown,120,4♦Q♠,7♣4♠,Q4o,74o,fold,raise,966,-1000
9019,T♦5♥8♣J♣2♦,h_bot,showdown,10,8♠2♣,7♥7♠,82o,77,fold,raise,966,-1000
9020,4♣3♣9♦J♦6♣,cfr_bot,showdown,0,A♠Q♦,T♥3♦,AQo,T3o,fold,raise,966,-1000
9021,6♠J♥3♦A♣6♦,cfr_bot,showdown,10,5♣T♣,J♦2♣,T5s,J2o,fold,call,956,-990
9022,8♥7♥Q♣J♠3♠,h_bot,showdown,10,9♥Q♦,5♥T♠,Q9o,T5o,fold,call,966,-1000
9023,6♣8♣Q♥6♦A♠,h_bot,showdown,10,J♦9♣,4♥3♥,J9o,43s,fold,call,966,-1000
9024,2♥4♠J♣T♦A♠,h_bot,showdown,40,T♠J♠,A♣7♠,JTs,A7o,raise,fold,966,-1000
9025,A♠5♦4♣Q♥T♣,h_bot,showdown,10,Q♠4♦,K♣2♦,Q4o,K2o,fold,call,966,-1000
9026,8♠3♠5♥7♣8♦,cfr_bot,showdown,80,K♣8♥,A♣8♣,K8o,A8s,raise,call,886,-920
9027,4♣7♦9♥T♣Q♣,h_bot,showdown,90,T♦2♥,3♠2♣,T2o,32o,fold,raise,966,-1000
9028,J♥3♠9♥J♠7♠,cfr_bot,showdown,80,5♥7♣,9♦4♣,75o,94o,fold,raise,886,-920
9029,5♦K♥5♣9♠8♣,cfr_bot,showdown,50,A♠K♠,6♠7♠,AKs,76s,fold,raise,876,-910
9030,Q♦A♣5♠9♣6♣,h_bot,showdown,50,8♦Q♠,6♥J♥,Q8o,J6s,fold,fold,886,-920
9031,8♥7♦K♦9♥3♥,h_bot,showdown,50,7♣3♣,2♦J♦,73s,J2s,fold,call,926,-960
9032,3♥J♥7♦4♠5♠,h_bot|cfr_bot,split,120,5♦6♠,6♣T♣,65o,T6s,raise,call,906,-940
9033,8♣9♦4♥7♠K♣,cfr_bot,showdown,70,4♠6♠,6♥8♦,64s,86o,fold,call,896,-930
9034,2♦6♦5♥A♥4♣,h_bot,showdown,90,3♣A♦,7♠7♥,A3o,77,fold,fold,906,-940
9035,8♠7♦T♦5♥6♥,h_bot,showdown,70,J♠8♣,3♣2♥,J8o,32o,fold,call,966,-1000
9036,K♥5♥9♥6♦7♦,h_bot,showdown,80,K♣8♣,Q♣2♦,K8s,Q2o,fold,call,966,-1000
9037,K♣A♣2♠T♥Q♥,cfr_bot,showdown,10,7♥2♣,K♠5♠,72o,K5s,fold,call,956,-990
9038,8♦6♠8♥J♣4♣,cfr_bot,showdown,90,2♣2♥,J♦5♦,22,J5s,fold,call,876,-910
9039,9♣A♣T♣9♥2♣,cfr_bot,showdown,90,A♦6♥,5♥K♣,A6o,K5o,fold,call,866,-900
9040,A♠2♦5♠4♠Q♦,cfr_bot,showdown,160,8♦6♣,4♣3♣,86o,43s,fold,call,786,-820
9041,6♣J♥T♦4♣2♥,h_bot,showdown,90,7♠J♣,5♣J♦,J7o,J5o,fold,call,866,-900
9042,8♦2♥6♥6♦4♠,cfr_bot,showdown,90,7♣K♣,J♠K♠,K7s,KJs,fold,fold,786,-820
9043,K♥A♥2♠Q♠5♥,cfr_bot,showdown,200,K♦9♣,A♣7♥,K9o,A7o,raise,fold,666,-700
9044,K♥8♦A♥2♥4♠,h_bot,showdown,170,T♦2♠,9♠7♠,T2o,97s,raise,fold,676,-710
9045,8♦6♥Q♠3♥9♠,cfr_bot,showdown,320,J♣K♠,6♦K♦,KJo,K6s,call,call,516,-550
9046,J♥8♣9♥9♦8♥,cfr_bot,showdown,320,K♠5♣,J♠8♠,K5o,J8s,fold,call,356,-390
9047,T♦A♦A♣3♥K♣,cfr_bot,showdown,400,6♥5♠,J♣K♦,65o,KJo,raise,call,156,-190
9048,5♦T♦6♣3♥3♠,cfr_bot,showdown,210,T♠9♣,7♥3♣,T9o,73o,fold,fold,-44,10
9049,J♣T♣Q♥4♠7♦,h_bot,showdown,400,K♥A♥,2♦2♥,AKs,22,call,call,156,-190
9050,2♣8♣T♥Q♠5♦,h_bot,showdown,210,2♠9♦,6♥4♥,92o,64s,fold,fold,166,-200
9051,4♦8♠K♠6♣7♣,cfr_bot,showdown,210,3♠Q♥,9♥T♦,Q3o,T9o,fold,call,156,-190
9052,K♥4♦9♠3♦A♣,h_bot,showdown,210,2♠9♥,8♣J♠,92o,J8o,fold,fold,166,-200
9053,J♦6♠T♦Q♣3♥,cfr_bot,showdown,210,7♣4♦,Q♠2♥,74o,Q2o,fold,call,156,-190
9054,4♦J♣9♠T♦2♠,cfr_bot,showdown,210,8♠9♥,9♦J♦,98o,J9s,fold,fold,-44,10
9055,4♥T♥A♣4♠8♦,cfr_bot,showdown,480,J♣6♦,K♦2♦,J6o,K2s,raise,call,-284,250
9056,2♦8♠K♣4♥5♦,cfr_bot,showdown,250,3♣T♣,J♣A♦,T3s,AJo,fold,fold,-524,490
9057,K♠6♦K♣T♥A♣,h_bot,showdown,250,3♣K♦,9♦6♣,K3o,96o,fold,call,-284,250
9058,9♣Q♣7♣4♥3♦,h_bot,showdown,290,9♥T♥,4♠K♥,T9s,K4o,raise,fold,-274,240
9059,A♥J♣J♠T♠K♦,cfr_bot,showdown,290,3♣5♣,T♥2♦,53s,T2o,fold,call,-284,250
9060,Q♠J♣9♠7♥3♦,h_bot,showdown,560,5♦Q♣,7♦4♣,Q5o,74o,fold,call,-4,-30
9061,T♣2♦6♣3♠2♥,cfr_bot,showdown,600,K♠J♦,8♣6♦,KJo,86o,raise,fold,-324,290
9062,T♣A♣J♥3♥9♦,h_bot,showdown,640,9♥7♥,K♥2♥,97s,K2s,fold,call,-4,-30
9063,K♦8♣Q♣2♦T♠,cfr_bot,showdown,330,J♠7♦,6♣K♠,J7o,K6o,fold,call,-14,-20
9064,J♠9♠Q♠2♣J♦,cfr_bot,showdown,720,5♣6♠,2♥T♥,65o,T2s,raise,call,-374,340
9065,9♥3♦J♦5♠Q♠,cfr_bot,showdown,370,4♣2♣,8♠2♦,42s,82o,fold,call,-384,350
9066,2♦2♣A♦3♣A♣,cfr_bot,showdown,720,9♦8♥,2♥4♠,98o,42o,fold,call,-744,710
9067,3♥5♠3♠4♠8♣,cfr_bot,showdown,616,5♦6♣,2♥A♦,65o,A2o,raise,call,-1000,966
9068,A♠6♥8♠T♣T♥,cfr_bot,showdown,10,5♣6♠,4♦A♥,65o,A4o,raise,call,-1000,966
9069,J♦8♦7♥5♣Q♥,cfr_bot,showdown,0,2♣7♦,Q♣9♥,72o,Q9o,fold,call,-1000,966
9070,9♥2♣4♣5♦8♦,cfr_bot,showdown,10,J♣7♥,2♦Q♥,J7o,Q2o,fold,call,-1000,966
9071,6♥K♥4♣8♥6♣,cfr_bot,showdown,0,J♥K♠,4♥3♥,KJo,43s,call,call,-1000,966
9072,9♥Q♣5♣3♣2♦,h_bot,showdown,10,5♦K♣,4♥7♦,K5o,74o,fold,fold,-990,956
9073,2♣Q♦K♠9♠9♣,h_bot,showdown,10,8♥4♠,6♦5♥,84o,65o,fold,call,-990,956
9074,3♦Q♠J♣A♠5♣,h_bot,showdown,20,T♥A♥,2♠8♠,ATs,82s,raise,call,-980,946
9075,3♠A♥2♠5♣J♣,cfr_bot,showdown,20,Q♣K♥,6♦A♦,KQo,A6s,fold,call,-990,956
9076,9♥J♣K♠8♣2♠,h_bot,showdown,20,J♠2♦,Q♥2♣,J2o,Q2o,fold,call,-980,946
9077,3♠5♠6♠8♣T♥,cfr_bot,showdown,20,4♠9♦,Q♦8♥,94o,Q8o,call,call,-990,956
9078,T♣4♥2♣A♦6♥,h_bot,showdown,60,T♥J♦,Q♥6♠,JTo,Q6o,fold,raise,-940,906
9079,T♦8♣T♠J♥K♣,cfr_bot,showdown,120,9♥A♦,T♥A♣,A9o,ATo,raise,call,-1000,966
9080,A♣9♦3♠2♦J♣,cfr_bot,showdown,10,6♣4♥,9♣T♥,64o,T9o,raise,call,-1000,966
9081,3♦2♦2♠9♦A♥,cfr_bot,showdown,0,J♥8♥,9♠K♠,J8s,K9s,fold,call,-1000,966
9082,5♦Q♣J♠7♠3♣,cfr_bot,showdown,10,2♦3♥,T♦Q♥,32o,QTo,fold,call,-1000,966
9083,2♠4♣K♣4♠6♥,cfr_bot,showdown,0,J♠8♠,Q♣9♣,J8s,Q9s,fold,call,-1000,966
9084,5♣J♥2♦6♠5♠,h_bot,showdown,10,6♣8♣,K♦4♦,86s,K4s,fold,call,-990,956
9085,Q♣8♥7♣2♦8♣,cfr_bot,showdown,10,4♣3♦,8♦T♦,43o,T8s,fold,call,-1000,966
9086,J♥K♣6♠A♦3♦,cfr_bot,showdown,50,4♠5♠,Q♦A♥,54s,AQo,fold,raise,-1000,966
9087,Q♦A♣K♣A♦5♥,cfr_bot,showdown,50,3♣9♦,2♦A♠,93o,A2o,fold,call,-1000,966
9088,K♦3♥Q♣K♠T♦,h_bot,showdown,10,6♠6♦,8♠7♣,66,87o,raise,call,-990,956
9089,7♣T♠2♥9♥3♠,cfr_bot,showdown,10,Q♣K♣,9♠J♥,KQs,J9o,fold,call,-1000,966
9090,A♣T♥J♦A♦5♣,cfr_bot,showdown,10,3♥9♦,Q♦A♥,93o,AQo,fold,call,-1000,966
9091,A♠J♣A♦7♦K♦,h_bot,showdown,0,2♣9♣,5♠8♥,92s,85o,fold,call,-1000,966
9092,7♠9♦A♣5♥Q♥,h_bot,showdown,10,3♥K♣,4♦J♥,K3o,J4o,fold,call,-990,956
9093,9♥2♥Q♣A♠Q♥,h_bot,showdown,10,5♥Q♠,K♦A♦,Q5o,AKs,fold,call,-990,956
9094,7♠3♦5♠9♥K♠,cfr_bot,showdown,10,9♣4♦,K♦8♠,94o,K8o,fold,call,-990,956
9095,Q♠T♥4♠4♥4♦,h_bot|cfr_bot,split,50,2♥5♦,3♣6♠,52o,63o,fold,raise,-975,941
9096,9♦Q♦8♠9♠3♦,cfr_bot,showdown,35,8♥4♦,Q♠J♥,84o,QJo,fold,fold,-1000,966
9097,5♣5♠A♠3♦2♠,cfr_bot,showdown,40,3♥2♦,5♥4♠,32o,54o,fold,call,-1000,966
9098,7♣K♥K♦3♥8♦,h_bot|cfr_bot,split,80,3♠8♣,5♥8♥,83o,85s,fold,raise,-960,926
9099,K♦7♦7♠2♥8♣,cfr_bot,showdown,120,2♦T♠,8♠J♣,T2o,J8o,raise,call,-1000,966
9100,4♣A♦J♥Q♥5♦,cfr_bot,showdown,10,T♦3♣,Q♦8♥,T3o,Q8o,fold,fold,-1000,966
9101,9♠T♠K♥K♣Q♦,h_bot,showdown,40,6♠Q♣,A♥7♣,Q6o,A7o,fold,call,-960,926
9102,9♣7♠6♦8♦3♣,cfr_bot,showdown,50,5♠7♥,5♣T♦,75o,T5o,fold,fold,-1000,966
9103,7♦5♥3♣9♠3♥,cfr_bot,showdown,40,2♠Q♦,5♦8♦,Q2o,85s,fold,call,-1000,966
9104,A♠5♠2♠6♣J♥,h_bot,showdown,10,4♠6♥,7♥Q♦,64o,Q7o,raise,call,-990,956
9105,T♦K♥7♣2♠6♣,h_bot,showdown,10,9♣8♣,9♥5♦,98s,95o,raise,fold,-990,956
9106,5♠7♦7♠T♦4♦,cfr_bot,showdown,20,9♦J♣,8♥5♥,J9o,85s,fold,call,-1000,966
