HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
4778,J♥A♣2♣4♠5♣,h_bot,showdown,560,T♣3♥,9♥7♠,T3o,97o,fold,call,890,-900
4779,Q♥K♥4♦K♦7♥,h_bot,showdown,430,3♦K♠,9♣5♦,K3o,95o,raise,raise,990,-1000
4780,4♠T♣9♦3♦J♦,h_bot,showdown,100,A♥A♦,4♣5♦,AA,54o,fold,fold,990,-1000
4781,T♥5♠A♥Q♣4♦,r_bot,showdown,10,2♠4♥,Q♦J♦,42o,QJs,fold,raise,980,-990
4782,7♥6♦T♦3♥9♣,h_bot,showdown,10,6♣K♥,A♣5♦,K6o,A5o,fold,call,990,-1000
4783,9♠6♥5♠7♠2♠,r_bot,showdown,10,Q♦7♦,9♥A♦,Q7s,A9o,fold,call,980,-990
4784,2♥Q♦T♥9♥7♦,h_bot,showdown,10,6♥7♥,Q♣T♣,76s,QTs,fold,call,990,-1000
4785,A♦2♦3♠5♦Q♦,h_bot,showdown,10,Q♠J♦,6♥9♣,QJo,96o,fold,call,990,-1000
4786,K♥T♠4♦K♠2♦,h_bot,showdown,0,6♣T♥,5♣T♦,T6o,T5o,fold,call,990,-1000
4787,4♥9♣7♦T♠J♣,h_bot,showdown,10,8♥K♣,3♠4♣,K8o,43o,fold,call,990,-1000
4788,9♥A♦Q♠4♥5♥,r_bot,showdown,0,J♥2♦,A♣3♠,J2o,A3o,fold,call,990,-1000
4789,J♦2♠8♠5♥Q♣,h_bot,showdown,10,Q♥4♠,A♣K♥,Q4o,AKo,fold,call,990,-1000
4790,J♠Q♠3♣K♥T♠,h_bot,showdown,50,A♥K♦,4♦6♥,AKo,64o,raise,call,990,-1000
4791,K♥3♦K♣A♣A♦,r_bot,showdown,10,9♦8♠,3♣Q♣,98o,Q3s,fold,call,980,-990
4792,6♠T♣8♣J♦Q♥,r_bot,showdown,60,5♦3♠,8♠2♠,53o,82s,fold,fold,930,-940
4793,J♦8♠3♦T♠2♦,h_bot,showdown,160,T♦4♦,A♣Q♠,T4s,AQo,raise,call,990,-1000
4794,K♠9♦K♦8♦A♣,h_bot|r_bot,split,150,4♥6♥,5♦7♠,64s,75o,raise,fold,915,-925
4795,A♠3♣K♦K♠K♥,h_bot,showdown,85,8♥A♦,2♦T♣,A8o,T2o,fold,fold,990,-1000
4796,2♣J♦6♥3♣4♦,r_bot,showdown,150,9♥A♠,8♦2♥,A9o,82o,call,raise,840,-850
4797,J♠Q♥A♦9♦4♦,h_bot,showdown,10,Q♦T♣,K♦3♣,QTo,K3o,fold,call,840,-850
4798,5♠5♦2♣A♦A♥,r_bot,showdown,10,4♣2♠,9♥7♣,42o,97o,fold,call,840,-850
4799,3♠K♥7♠J♣6♥,h_bot,showdown,10,2♦7♦,4♥3♥,72s,43s,fold,call,840,-850
4800,J♥K♦Q♠K♠T♠,h_bot,showdown,10,2♠9♥,7♠4♣,92o,74o,fold,call,850,-860
4801,3♠7♠A♣4♠K♦,h_bot,showdown,10,T♠3♦,Q♥2♥,T3o,Q2s,fold,call,850,-860
4802,8♣6♣J♣7♦9♣,h_bot,showdown,10,5♦J♦,A♥3♠,J5s,A3o,fold,call,860,-870
4803,J♠7♥K♦9♥9♠,h_bot,showdown,10,T♠Q♥,5♦2♣,QTo,52o,fold,call,860,-870
4804,A♣K♦Q♦8♣A♦,r_bot,showdown,130,T♥7♣,Q♠8♦,T7o,Q8o,raise,raise,810,-820
4805,6♥T♣K♣K♠4♦,r_bot,showdown,90,Q♠7♥,Q♦J♣,Q7o,QJo,fold,call,800,-810
4806,K♥Q♣T♠2♥9♠,r_bot,showdown,90,7♠3♦,Q♥K♣,73o,KQo,fold,fold,720,-730
4807,9♠8♦6♦Q♦8♥,h_bot,showdown,160,A♦Q♥,J♦6♠,AQo,J6o,call,call,800,-810
4808,3♠5♠3♣4♦T♣,r_bot,showdown,160,8♥6♥,A♥4♣,86s,A4o,fold,call,720,-730
4809,6♣J♥9♦3♠2♣,r_bot,showdown,90,7♠7♣,5♣4♣,77,54s,fold,call,710,-720
4810,3♥A♠Q♥7♦5♠,r_bot,showdown,160,J♥2♦,J♠5♦,J2o,J5o,fold,call,630,-640
4811,T♠Q♥K♠J♠J♦,h_bot,showdown,90,K♥6♣,7♥3♣,K6o,73o,fold,call,710,-720
4812,T♣9♥A♥Q♦2♣,r_bot,showdown,160,7♠J♣,2♦Q♣,J7o,Q2o,fold,call,630,-640
4813,9♥K♣T♦A♥Q♦,h_bot,showdown,290,2♠9♣,7♥3♥,92o,73s,raise,raise,790,-800
4814,7♦2♣Q♣K♠K♥,r_bot,showdown,320,J♥9♠,T♦Q♠,J9o,QTo,fold,call,630,-640
4815,Q♠6♠7♥2♦6♣,r_bot,showdown,170,3♥5♠,9♦T♦,53o,T9s,fold,call,620,-630
4816,8♥4♠9♠7♥5♠,r_bot,showdown,220,5♣2♦,9♥9♣,52o,99,raise,fold,410,-420
4817,5♠2♣4♦Q♥Q♦,r_bot,showdown,220,J♠4♣,3♣6♥,J4o,63o,fold,call,400,-410
4818,J♠9♥8♥J♦7♥,r_bot,showdown,270,8♦Q♦,7♠T♦,Q8s,T7o,raise,fold,140,-150
4819,A♦5♠Q♥7♦8♦,h_bot,showdown,270,8♥3♠,J♠T♣,83o,JTo,fold,call,400,-410
4820,7♦T♣4♦9♥5♣,r_bot,showdown,620,J♠3♣,3♠A♦,J3o,A3o,raise,call,90,-100
4821,K♣2♣2♥3♠K♠,h_bot,showdown,320,3♦8♥,4♦5♦,83o,54s,fold,call,400,-410
4822,K♥3♦7♦6♥Q♣,h_bot,showdown,650,K♣5♥,J♦T♥,K5o,JTo,fold,raise,740,-750
4823,8♥5♥7♣9♠9♥,r_bot,showdown,260,Q♣T♦,K♦K♥,QTo,KK,fold,call,730,-740
4824,A♠J♦T♠Q♠8♠,r_bot,showdown,600,2♦Q♦,K♦8♥,Q2s,K8o,call,call,390,-400
4825,8♥5♣J♦3♠3♥,r_bot,showdown,350,6♥9♠,2♥Q♣,96o,Q2o,fold,call,380,-390
4826,5♠3♠8♣3♥J♥,h_bot,showdown,680,9♠9♣,Q♣7♥,99,Q7o,fold,call,720,-730
4827,7♦A♥7♠K♠J♦,h_bot,showdown,280,4♦Q♠,5♠3♥,Q4o,53o,fold,call,990,-1000
4828,A♠5♠K♠K♦7♠,r_bot,showdown,390,2♦5♥,3♦A♣,52o,A3o,raise,call,600,-610
4829,7♣Q♦K♥T♠4♥,h_bot,showdown,830,K♣3♠,8♦J♦,K3o,J8s,raise,call,990,-1000
4830,8♣9♦K♦6♠2♠,r_bot,showdown,490,T♠A♣,9♣Q♠,ATo,Q9o,raise,call,500,-510
4831,7♥4♠T♥4♣5♦,h_bot,showdown,1030,9♠K♣,8♣2♠,K9o,82o,raise,call,990,-1000
4832,K♥8♠Q♦7♦7♣,r_bot,showdown,540,J♦9♥,5♦7♠,J9o,75o,fold,call,450,-460
4833,J♣7♠8♦4♣Q♥,h_bot,showdown,550,Q♦3♣,A♥2♣,Q3o,A2o,fold,call,990,-1000
4834,4♦4♥T♥A♦J♠,r_bot,showdown,590,J♦A♠,8♣4♣,AJo,84s,raise,call,400,-410
4835,4♥T♥Q♥4♠4♣,r_bot,showdown,600,2♦5♦,3♣T♠,52s,T3o,fold,call,390,-400
4836,K♦J♥2♣K♣2♥,h_bot|r_bot,split,1240,4♣6♣,6♦4♦,64s,64s,raise,call,370,-380
4837,2♦2♠8♣2♥5♠,r_bot,showdown,1310,7♠K♠,8♦J♠,K7s,J8o,raise,fold,-320,310
4838,K♦T♠6♠Q♣5♣,r_bot,showdown,1370,2♦4♦,A♥5♥,42s,A5s,fold,call,-1000,990
4839,3♥8♣K♣6♥2♠,h_bot,showdown,690,8♥A♦,5♦A♠,A8o,A5o,fold,call,-310,300
4840,5♥5♦K♠3♥6♠,h_bot,showdown,1380,A♥T♠,A♣4♣,ATo,A4s,raise,call,380,-390
4841,5♣A♠8♠2♣Q♥,r_bot,showdown,620,6♦7♣,4♣A♦,76o,A4o,fold,call,370,-380
4842,5♣7♥9♥2♥7♠,r_bot,showdown,1310,J♥2♠,6♣9♣,J2o,96s,fold,raise,-320,310
4843,6♦9♥2♠T♠8♦,r_bot,showdown,630,K♦T♦,T♣2♥,KTs,T2o,fold,call,-330,320
4844,2♠6♠K♠2♣T♥,r_bot,showdown,1270,7♠A♣,4♣4♠,A7o,44,fold,raise,-950,940
4845,6♥T♥7♠9♦8♠,h_bot|r_bot,split,700,5♦6♦,A♠5♠,65s,A5s,raise,call,-650,640
4846,7♠A♦Q♥8♦A♥,r_bot,showdown,100,6♣Q♦,A♣Q♠,Q6o,AQo,fold,call,-700,690
4847,6♣9♦Q♣4♥J♦,r_bot,showdown,200,T♦7♣,Q♥A♠,T7o,AQo,raise,call,-800,790
4848,6♣J♥A♠4♣K♠,h_bot|r_bot,split,160,J♠3♠,J♣2♠,J3s,J2o,raise,fold,-870,860
4849,3♣4♠K♥T♦4♣,r_bot,showdown,160,Q♠8♥,J♦T♥,Q8o,JTo,fold,call,-880,870
4850,J♦K♠T♥J♥4♣,h_bot,showdown,130,K♦2♠,A♦2♦,K2o,A2s,fold,fold,-870,860
4851,3♦J♥5♣5♥8♣,h_bot,showdown,160,3♥T♥,4♥T♣,T3s,T4o,fold,call,-720,710
4852,Q♣4♠9♥8♣9♠,h_bot|r_bot,split,300,6♣2♣,2♥6♠,62s,62o,fold,call,-720,710
4853,T♠8♠7♠2♠9♠,h_bot|r_bot,split,160,Q♦J♣,5♥8♦,QJo,85o,fold,call,-650,640
4854,5♣6♥4♥J♠8♣,h_bot,showdown,300,7♦2♥,3♠9♠,72o,93s,fold,call,-500,490
4855,7♦Q♥T♣9♣J♦,h_bot,showdown,400,Q♦5♥,J♣4♣,Q5o,J4s,raise,call,-300,290
4856,J♠J♣9♦6♣K♠,r_bot,showdown,400,5♣2♣,Q♣9♥,52s,Q9o,fold,call,-500,490
4857,5♦A♦3♠9♥8♣,h_bot,showdown,210,5♥6♠,6♣Q♠,65o,Q6o,fold,call,-300,290
4858,Q♣8♥7♣J♠J♥,r_bot,showdown,400,3♦9♦,Q♦5♦,93s,Q5s,fold,call,-500,490
4859,6♠K♣3♦9♦6♦,r_bot,showdown,210,A♣Q♣,2♣6♣,AQs,62s,fold,call,-510,500
4860,6♣3♣T♦4♥3♠,h_bot,showdown,400,T♠5♣,7♦9♣,T5o,97o,fold,call,-310,300
4861,A♥9♣4♦3♦T♣,r_bot,showdown,210,J♣K♥,8♦A♠,KJo,A8o,fold,call,-320,310
4862,A♣K♣3♦4♥A♦,h_bot,showdown,260,3♠Q♠,8♣J♣,Q3s,J8s,raise,fold,-310,300
4863,7♣7♠3♥9♥2♥,h_bot,showdown,600,5♣5♥,6♥T♦,55,T6o,raise,call,-10,0
4864,6♦7♠K♠5♦5♣,h_bot,showdown,630,4♥5♠,K♦T♣,54o,KTo,fold,raise,320,-330
4865,7♠7♦9♠K♥9♣,h_bot|r_bot,split,710,Q♣A♠,T♦A♣,AQo,ATo,raise,fold,295,-305
4866,K♠A♠T♣6♠Q♥,r_bot,showdown,390,3♣8♥,6♣5♠,83o,65o,fold,fold,-85,75
4867,3♦6♣7♦T♥3♠,r_bot,showdown,390,5♣2♣,6♠T♠,52s,T6s,fold,call,-95,85
4868,5♥7♦8♠T♠7♠,h_bot,showdown,760,6♦7♣,2♥3♥,76o,32s,fold,call,285,-295
4869,7♦4♥4♦9♦Q♥,r_bot,showdown,390,6♦7♥,9♥K♦,76o,K9o,fold,call,275,-285
4870,Q♣J♦4♠K♠8♦,r_bot,showdown,760,A♦5♠,6♠J♥,A5o,J6o,fold,call,-105,95
4871,A♦9♠6♠9♥4♥,r_bot,showdown,390,K♥5♦,6♥K♠,K5o,K6o,fold,call,-115,105
4872,3♣4♥8♠T♠3♥,h_bot,showdown,860,T♦A♦,K♥9♣,ATs,K9o,raise,call,315,-325
4873,T♠8♥J♣5♠7♣,r_bot,showdown,440,K♥2♠,5♣K♠,K2o,K5o,fold,call,305,-315
4874,7♥J♠8♥4♣J♦,h_bot,showdown,960,9♣8♦,2♥3♠,98o,32o,raise,call,785,-795
4875,K♠3♠Q♥Q♠T♥,r_bot,showdown,735,2♥5♠,T♦2♦,52o,T2s,raise,call,255,-265
4876,8♥2♣Q♠A♦4♦,h_bot,showdown,1060,6♣4♠,9♦2♦,64o,92s,fold,call,785,-795
4877,T♦J♦6♦3♦3♥,r_bot,showdown,735,7♠5♣,4♦9♥,75o,94o,call,call,255,-265
4878,4♠A♣Q♣Q♦T♥,r_bot,showdown,1160,5♣6♣,T♠3♠,65s,T3s,raise,call,-325,315
4879,J♥3♦9♣4♣A♠,r_bot,showdown,590,3♥4♥,A♦9♥,43s,A9o,fold,call,-335,325
4880,T♠3♣Q♣4♥9♣,h_bot,showdown,1160,J♦2♠,8♠2♣,J2o,82o,fold,call,245,-255
4881,3♣T♠5♦8♠4♥,r_bot,showdown,590,6♠K♣,7♦3♥,K6o,73o,fold,call,235,-245
4882,5♦7♦6♥J♥8♦,h_bot,showdown,1160,A♣A♥,A♠K♠,AA,AKs,fold,call,815,-825
4883,2♦8♣A♥2♠9♦,r_bot,showdown,185,J♦8♦,9♥T♣,J8s,T9o,fold,raise,805,-815
4884,K♣A♣3♠7♣J♣,r_bot,showdown,410,4♦8♦,3♣2♠,84s,32o,raise,call,580,-590
4885,K♣3♠J♦2♣4♣,h_bot,showdown,235,3♦8♠,9♦6♠,83o,96o,fold,call,805,-815
4886,5♠2♠T♠7♥6♥,h_bot,showdown,410,6♠A♠,J♣3♠,A6s,J3o,fold,raise,990,-1000
4887,T♥K♠T♣8♣K♣,r_bot,showdown,10,9♣6♥,J♥7♦,96o,J7o,fold,call,980,-990
4888,7♠4♥5♠8♣Q♣,h_bot,showdown,195,8♥2♣,5♦T♠,82o,T5o,fold,call,990,-1000
4889,A♣T♥9♥6♥3♦,h_bot,showdown,10,6♣9♦,8♦A♠,96o,A8o,fold,call,990,-1000
4890,4♥3♦3♣A♠7♠,r_bot,showdown,235,9♣A♥,J♥A♣,A9o,AJo,raise,fold,755,-765
4891,6♠5♣7♥8♦3♠,h_bot,showdown,245,T♣4♥,6♣J♦,T4o,J6o,fold,call,990,-1000
4892,3♣A♣2♦4♣T♣,r_bot,showdown,235,6♥Q♦,T♠5♣,Q6o,T5o,fold,fold,755,-765
4893,3♥T♥2♥J♦8♦,r_bot,showdown,245,K♠Q♦,A♦Q♣,KQo,AQo,fold,call,745,-755
4894,T♦9♥4♣5♥Q♠,h_bot,showdown,295,4♥Q♥,T♥7♦,Q4s,T7o,raise,fold,755,-765
4895,4♣K♠3♠4♥K♣,h_bot,showdown,245,T♣Q♣,7♣6♣,QTs,76s,fold,call,990,-1000
4896,8♠6♥5♥2♣Q♠,r_bot,showdown,335,4♠A♠,9♠Q♥,A4s,Q9o,raise,raise,655,-665
4897,9♥9♣6♦2♠4♠,r_bot,showdown,10,8♣T♦,3♠4♣,T8o,43o,fold,call,645,-655
4898,A♦3♠9♠7♦J♥,h_bot,showdown,10,6♣A♠,T♦3♥,A6o,T3o,fold,call,655,-665
4899,4♠Q♠J♥8♠3♥,r_bot,showdown,10,3♠6♥,J♦A♦,63o,AJs,fold,call,645,-655
4900,Q♦T♥4♠6♦7♥,r_bot,showdown,60,4♣8♣,7♦6♠,84s,76o,raise,fold,595,-605
4901,9♣6♦8♥T♣K♣,h_bot,showdown,60,8♣7♦,8♦T♥,87o,T8o,fold,call,645,-655
4902,4♦4♥T♣A♥8♦,h_bot,showdown,100,T♥8♠,8♣6♣,T8o,86s,call,call,695,-705
4903,T♦6♠7♣4♥6♥,r_bot,showdown,60,Q♦2♠,5♥T♥,Q2o,T5s,fold,call,685,-695
4904,4♦8♠4♥A♣6♦,h_bot,showdown,100,4♣5♠,T♥J♥,54o,JTs,fold,call,735,-745
4905,4♦4♠3♣9♥Q♥,r_bot,showdown,60,Q♦6♠,A♦4♣,Q6o,A4o,fold,call,725,-735
4906,4♠Q♣9♦K♠4♣,h_bot,showdown,100,8♥K♥,J♠8♠,K8s,J8s,fold,call,775,-785
4907,9♠2♠3♣4♣A♥,h_bot,showdown,200,A♦Q♠,J♠J♦,AQo,JJ,raise,call,875,-885
4908,Q♥2♦J♦4♣7♥,h_bot,showdown,160,Q♣J♣,3♥8♠,QJs,83o,raise,fold,885,-895
4909,3♣3♠J♥2♣6♥,h_bot,showdown,305,A♦4♦,9♦8♦,A4s,98s,raise,fold,990,-1000
4910,J♠4♣9♣9♥4♠,r_bot,showdown,200,7♣Q♥,J♥J♦,Q7o,JJ,call,call,790,-800
4911,T♥2♦6♥8♣K♥,r_bot,showdown,210,A♣4♦,3♠6♣,A4o,63o,fold,raise,780,-790
4912,6♥8♠9♠T♠3♠,r_bot,showdown,410,8♦Q♣,6♠T♥,Q8o,T6o,fold,raise,580,-590
4913,5♦9♦J♣7♠2♦,h_bot,showdown,220,9♣J♠,J♥5♣,J9o,J5o,fold,call,790,-800
4914,5♦T♦6♠K♠T♥,h_bot,showdown,220,6♥Q♥,A♠2♥,Q6s,A2o,fold,fold,800,-810
4915,J♠5♣K♣J♥Q♠,h_bot|r_bot,split,450,5♠9♦,5♥T♣,95o,T5o,raise,fold,765,-775
4916,J♠5♥8♥5♣Q♠,r_bot,showdown,485,7♦6♠,A♥A♠,76o,AA,call,call,505,-515
4917,Q♣A♠5♠8♦T♠,h_bot|r_bot,split,270,4♦Q♥,Q♦4♥,Q4o,Q4o,fold,call,630,-640
4918,5♥Q♠Q♥3♠5♦,h_bot,showdown,270,4♣5♣,A♣4♥,54s,A4o,fold,fold,640,-650
4919,6♠T♣3♦9♠6♦,h_bot,showdown,620,3♠A♣,5♠2♥,A3o,52o,raise,call,950,-960
4920,4♣5♣A♣2♠7♠,r_bot,showdown,370,2♣T♠,7♦2♦,T2o,72s,raise,fold,590,-600
4921,2♦6♣8♠6♠4♠,h_bot,showdown,370,5♠T♠,9♦J♦,T5s,J9s,fold,call,950,-960
4922,5♥6♠9♣Q♣3♠,r_bot,showdown,450,J♣A♦,6♦A♠,AJo,A6o,raise,call,540,-550
4923,Q♣A♣2♣Q♠2♠,r_bot,showdown,910,T♦K♣,A♠K♠,KTo,AKs,raise,call,80,-90
4924,7♣5♥5♦5♠2♦,h_bot,showdown,950,8♦8♣,A♠4♦,88,A4o,fold,raise,570,-580
4925,9♠8♦6♠J♠9♥,r_bot,showdown,430,A♦A♣,7♣5♠,AA,75o,fold,call,560,-570
4926,T♣T♥7♠5♠Q♣,h_bot,showdown,970,K♣A♣,6♦8♠,AKs,86o,raise,call,990,-1000
4927,7♦2♥K♠8♦A♣,r_bot,showdown,10,Q♠J♦,3♠3♣,QJo,33,fold,call,980,-990
4928,K♣Q♥A♣8♥4♥,h_bot,showdown,550,Q♠4♣,J♦4♠,Q4o,J4o,fold,fold,990,-1000
4929,T♥K♥4♥Q♠4♣,h_bot,showdown,590,9♠K♠,6♠Q♣,K9s,Q6o,raise,fold,990,-1000
4930,7♥8♠Q♣5♠4♥,h_bot,showdown,590,T♣6♣,3♥K♠,T6s,K3o,call,fold,990,-1000
4931,7♦3♥J♥K♣J♠,r_bot,showdown,640,Q♦A♣,K♦2♦,AQo,K2s,raise,call,350,-360
4932,7♦T♥6♣8♣2♦,r_bot,showdown,1330,5♦Q♣,K♥9♣,Q5o,K9o,raise,call,-340,330
4933,6♦5♥T♣4♥5♠,r_bot,showdown,740,2♠8♠,K♣5♣,82s,K5s,fold,raise,-350,340
4934,3♥Q♥Q♦9♠J♦,h_bot,showdown,1380,J♣4♥,7♦6♥,J4o,76o,fold,call,380,-390
4935,A♥2♥2♣8♦6♥,h_bot,showdown,620,4♣A♦,K♦5♣,A4o,K5o,fold,call,990,-1000
4936,7♠7♦T♣5♥A♦,h_bot,showdown,780,9♥T♥,J♦5♦,T9s,J5s,raise,call,990,-1000
4937,A♣T♦5♥8♠K♥,h_bot,showdown,10,6♦5♣,7♦3♥,65o,73o,fold,fold,990,-1000
4938,5♥3♦Q♥A♥4♣,h_bot,showdown,830,3♠2♣,A♣8♠,32o,A8o,raise,call,990,-1000
4939,8♣J♦2♠8♦4♣,r_bot,showdown,880,A♣3♠,A♦9♦,A3o,A9s,raise,fold,110,-120
4940,3♣2♦6♠5♦K♣,r_bot,showdown,940,A♠9♥,2♣K♥,A9o,K2o,raise,fold,-820,810
4941,J♠7♥A♥7♠J♣,h_bot|r_bot,split,1110,9♦T♠,6♦3♠,T9o,63o,raise,call,-445,435
4942,Q♦T♠5♠A♣3♦,r_bot,showdown,190,4♠9♠,7♣5♣,94s,75s,fold,fold,-625,615
4943,2♣J♦T♥T♦7♥,h_bot,showdown,490,K♥7♠,6♦5♠,K7o,65o,raise,raise,-365,355
4944,6♥7♦Q♦9♠9♦,h_bot,showdown,620,K♦7♥,K♠8♠,K7o,K8s,raise,call,-55,45
4945,5♠9♠Q♦9♥J♥,h_bot,showdown,320,7♥7♣,A♦8♦,77,A8s,fold,call,255,-265
4946,A♠7♦5♠9♣4♣,h_bot,showdown,620,8♦A♥,J♥6♠,A8o,J6o,fold,call,565,-575
4947,6♣Q♥3♥7♣5♣,h_bot,showdown,670,A♠3♦,J♣3♠,A3o,J3o,raise,fold,875,-885
4948,7♦9♦2♥Q♦8♦,r_bot,showdown,370,3♥Q♣,A♣J♦,Q3o,AJo,fold,fold,515,-525
4949,K♠K♣9♥8♠2♠,h_bot,showdown,370,6♣A♣,J♦7♦,A6s,J7s,fold,call,875,-885
4950,6♣6♦2♠4♠6♠,h_bot|r_bot,split,475,7♥2♦,7♦2♥,72o,72o,fold,call,752,-763
4951,6♦4♠Q♠9♠2♥,r_bot,showdown,647,A♦J♦,9♥7♦,AJs,97o,raise,call,342,-353
4952,J♦3♦9♦6♦6♣,r_bot,showdown,420,2♥7♠,T♣5♠,72o,T5o,fold,fold,-68,57
4953,7♥9♠6♦5♣9♦,h_bot,showdown,460,J♦Q♣,2♠4♦,QJo,42o,fold,raise,382,-393
4954,3♠5♥8♥2♠4♠,h_bot,showdown,900,Q♥A♥,9♦9♥,AQs,99,fold,call,832,-843
4955,8♣2♥4♥8♠8♦,r_bot,showdown,657,2♠J♠,3♦4♠,J2s,43o,raise,call,332,-343
4956,2♦7♠A♠2♣4♣,h_bot,showdown,1030,J♠T♦,8♦T♠,JTo,T8o,fold,raise,862,-873
4957,Q♣9♣T♦K♦K♣,h_bot|r_bot,split,137,4♦5♣,4♠6♠,54o,64s,fold,call,920,-932
4958,A♣9♣8♠K♦7♣,h_bot,showdown,598,6♣5♠,9♠J♠,65o,J9s,fold,call,988,-1000
4959,8♣5♦6♣8♥9♦,h_bot,showdown,10,5♣6♠,2♦T♥,65o,T2o,fold,call,988,-1000
4960,8♥5♣Q♠A♦Q♦,h_bot,showdown,580,K♦K♣,6♥J♥,KK,J6s,raise,fold,988,-1000
4961,3♦Q♠T♠6♥2♦,h_bot,showdown,10,6♠A♥,4♦2♣,A6o,42o,fold,raise,988,-1000
4962,3♣3♥T♦4♥K♦,r_bot,showdown,0,Q♦2♥,K♠7♦,Q2o,K7o,fold,call,988,-1000
4963,T♠4♣K♦5♣9♦,h_bot,showdown,60,9♥7♦,6♠J♠,97o,J6s,raise,fold,988,-1000
4964,8♥6♥6♠4♠9♠,r_bot,showdown,110,7♣K♠,6♣5♥,K7o,65o,raise,fold,878,-890
4965,T♥J♣J♦A♦T♦,h_bot,showdown,120,T♠Q♦,A♥8♣,QTo,A8o,fold,call,988,-1000
4966,3♠4♠A♠A♣Q♣,r_bot,showdown,160,7♦9♣,K♣2♣,97o,K2s,raise,call,828,-840
4967,T♥3♣T♣4♥Q♠,h_bot,showdown,170,T♠5♠,K♦6♣,T5s,K6o,fold,call,988,-1000
4968,5♣Q♣J♣K♠4♦,r_bot,showdown,160,6♥2♠,9♥9♠,62o,99,fold,raise,828,-840
4969,9♣K♣J♦7♦8♥,r_bot,showdown,120,Q♦Q♠,T♥Q♣,QQ,QTo,raise,call,768,-780
4970,A♦9♠6♦K♥4♣,r_bot,showdown,220,T♠J♥,2♦Q♠,JTo,Q2o,raise,call,658,-670
4971,Q♠3♠7♥2♣5♠,h_bot,showdown,320,K♠3♥,J♠T♥,K3o,JTo,raise,call,818,-830
4972,9♦8♥J♦Q♣K♥,r_bot,showdown,170,8♠4♣,T♥A♦,84o,ATo,fold,fold,658,-670
4973,K♥6♣A♣J♥3♥,r_bot,showdown,170,Q♣3♣,6♠T♥,Q3s,T6o,fold,call,648,-660
4974,6♦7♦7♠J♥8♠,r_bot,showdown,320,Q♣9♥,T♠A♠,Q9o,ATs,fold,call,488,-500
4975,J♥Q♥4♣A♥8♣,h_bot,showdown,170,4♥4♠,T♥T♦,44,TT,fold,call,648,-660
4976,4♣9♣7♥6♠K♠,h_bot,showdown,170,7♣7♦,Q♠8♣,77,Q8o,fold,fold,658,-670
4977,K♦6♥3♥A♠Q♥,h_bot,showdown,420,T♠7♣,7♦5♠,T7o,75o,raise,call,868,-880
4978,6♥9♥5♥8♥2♦,h_bot,showdown,330,3♦4♥,4♦2♥,43o,42o,fold,call,988,-1000
4979,3♠8♠2♦7♠7♣,h_bot,showdown,260,T♦T♣,9♥J♠,TT,J9o,raise,fold,988,-1000
4980,J♠K♥6♥T♥A♠,r_bot,showdown,260,7♣3♠,Q♣5♠,73o,Q5o,fold,call,728,-740
4981,3♥2♦A♦5♦K♠,h_bot,showdown,570,8♦5♠,3♠J♥,85o,J3o,raise,fold,988,-1000
4982,3♠9♠A♥6♦K♥,h_bot,showdown,360,K♣A♣,Q♠T♣,AKs,QTo,raise,fold,988,-1000
4983,9♣Q♦T♠A♣Q♠,r_bot,showdown,410,5♠8♠,3♦A♠,85s,A3o,raise,fold,578,-590
4984,4♥6♦4♠A♣4♦,r_bot,showdown,870,3♥2♦,3♣T♦,32o,T3o,raise,call,118,-130
4985,T♠Q♠8♠3♣2♣,h_bot,showdown,1050,A♣K♠,6♦A♠,AKo,A6o,raise,raise,658,-670
4986,J♥4♣9♣T♣5♦,r_bot,showdown,600,6♥7♦,8♣2♣,76o,82s,raise,fold,68,-80
4987,5♥9♣8♦3♦3♣,r_bot,showdown,1310,6♠6♣,J♦8♠,66,J8o,raise,raise,-572,560
4988,6♣9♦3♠T♦7♠,r_bot,showdown,856,5♥J♠,Q♦8♠,J5o,Q8o,raise,call,-1000,988
4989,6♣3♥4♠8♠4♦,r_bot,showdown,428,6♦J♦,A♥6♠,J6s,A6o,fold,call,-1000,988
4990,Q♦J♠A♣J♣A♠,h_bot|r_bot,split,428,6♠7♠,T♣3♥,76s,T3o,fold,call,-786,774
4991,7♣J♦3♣6♠4♠,h_bot,showdown,642,5♠K♠,T♥T♣,K5s,TT,raise,call,-358,346
4992,T♦J♦8♠9♣6♠,r_bot,showdown,428,K♣T♣,6♣Q♣,KTs,Q6s,fold,call,-572,560
4993,A♦7♥A♠T♠5♣,h_bot,showdown,224,8♥K♠,Q♣4♥,K8o,Q4o,fold,call,-358,346
4994,9♥4♦Q♣6♣A♦,h_bot,showdown,428,Q♠8♣,7♣5♦,Q8o,75o,fold,call,-144,132
4995,4♥7♣Q♠J♠6♦,r_bot,showdown,224,K♣5♠,7♠2♥,K5o,72o,fold,call,-154,142
4996,5♥3♣9♠4♠9♥,r_bot,showdown,428,2♦Q♠,T♣4♦,Q2o,T4o,fold,call,-368,356
4997,A♦J♦Q♥3♥K♥,r_bot,showdown,558,4♠6♠,6♣6♥,64s,66,raise,raise,-632,620
4998,Q♠5♠2♣A♥8♥,h_bot,showdown,688,9♣9♠,3♥T♥,99,T3s,raise,call,-288,276
