HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
7157,2♥3♥Q♣6♥K♠,h_bot,showdown,10,Q♠3♦,A♠6♣,Q3o,A6o,fold,raise,983,-1000
7158,J♥9♦8♠T♦T♥,h_bot,showdown,0,4♦9♣,4♠5♠,94o,54s,fold,call,983,-1000
7159,5♥J♠K♦Q♥5♠,h_bot,showdown,10,A♥9♣,8♥3♥,A9o,83s,fold,call,983,-1000
7160,9♠Q♣4♣8♥Q♠,r_bot,showdown,0,J♥3♦,A♥9♥,J3o,A9s,fold,call,983,-1000
7161,6♠5♣8♠Q♥9♣,h_bot,showdown,10,Q♦6♥,8♥J♠,Q6o,J8o,fold,call,983,-1000
7162,7♥3♠6♦9♠2♣,r_bot,showdown,0,2♥4♥,7♣9♣,42s,97s,fold,call,983,-1000
7163,T♠7♠J♥2♦K♦,h_bot,showdown,60,7♥7♣,5♥4♦,77,54o,raise,call,983,-1000
7164,K♣9♥7♥8♦6♦,r_bot,showdown,60,K♦Q♥,T♦5♦,KQo,T5s,fold,fold,923,-940
7165,A♥K♥J♦J♠8♦,r_bot,showdown,70,8♣Q♥,4♣A♠,Q8o,A4o,fold,call,913,-930
7166,T♣J♠A♥8♠J♦,r_bot,showdown,120,4♣6♦,K♣3♦,64o,K3o,fold,call,853,-870
7167,3♦6♠J♥9♣Q♠,r_bot,showdown,120,2♠2♣,K♥3♥,22,K3s,call,call,793,-810
7168,Q♦A♥5♣4♣6♣,h_bot,showdown,120,9♦T♥,7♦T♠,T9o,T7o,fold,call,853,-870
7169,J♠3♦J♥4♠K♦,h_bot,showdown,70,2♦K♥,7♥6♣,K2o,76o,fold,call,913,-930
7170,K♥9♣A♠8♠4♣,h_bot,showdown,120,2♦8♥,2♥6♣,82o,62o,fold,call,973,-990
7171,6♦5♥A♦6♥3♦,h_bot,showdown,20,K♦T♦,7♦4♥,KTs,74o,fold,call,983,-1000
7172,A♠2♦6♠7♥8♦,h_bot,showdown,110,A♣T♠,8♠4♥,ATo,84o,raise,raise,983,-1000
7173,A♦3♠Q♠K♥J♦,r_bot,showdown,10,4♠7♦,2♣K♣,74o,K2s,fold,call,973,-990
7174,4♣A♦7♦J♠3♥,h_bot,showdown,60,3♠4♠,Q♦K♠,43s,KQo,raise,call,983,-1000
7175,7♥5♦K♥4♣8♥,r_bot,showdown,10,J♦9♦,3♠8♠,J9s,83s,fold,fold,973,-990
7176,2♠2♣6♣3♣T♥,h_bot,showdown,110,T♣J♣,5♦9♦,JTs,95s,raise,raise,983,-1000
7177,5♦6♦A♠J♣9♣,h_bot,showdown,10,5♥J♦,8♠2♥,J5o,82o,fold,call,983,-1000
7178,4♥8♥7♣5♦K♥,h_bot|r_bot,split,10,8♦6♠,6♦Q♥,86o,Q6o,fold,call,978,-995
7179,Q♥T♠6♣Q♦2♣,h_bot,showdown,65,T♦T♣,K♣J♦,TT,KJo,raise,raise,983,-1000
7180,Q♣Q♦T♥8♦4♣,h_bot,showdown,55,6♥6♣,A♠7♠,66,A7s,raise,call,983,-1000
7181,4♣Q♥A♣8♠9♥,h_bot,showdown,10,8♥Q♠,6♠7♥,Q8o,76o,fold,fold,983,-1000
7182,6♠2♣4♥Q♥5♥,r_bot,showdown,55,A♣9♣,7♥4♠,A9s,74o,fold,call,928,-945
7183,2♥5♠6♠Q♥4♦,h_bot|r_bot,split,65,9♣3♣,6♦3♦,93s,63s,fold,call,950,-968
7184,3♠K♠9♣T♠K♥,r_bot,showdown,87,6♣4♣,9♦K♦,64s,K9s,fold,call,895,-913
7185,Q♣4♣A♣2♦K♠,h_bot,showdown,65,A♦Q♦,9♣6♦,AQs,96o,fold,call,950,-968
7186,5♣T♥Q♠2♠9♠,r_bot,showdown,87,7♦J♦,A♣3♥,J7s,A3o,fold,raise,895,-913
7187,7♦J♣2♥Q♠6♠,h_bot,showdown,42,Q♥8♣,5♠9♣,Q8o,95o,fold,call,927,-945
7188,8♥4♠A♠8♣7♠,h_bot,showdown,87,Q♦Q♣,7♣J♦,QQ,J7o,fold,raise,982,-1000
7189,3♠T♥2♠8♠8♣,h_bot,showdown,10,3♦9♠,2♥7♠,93o,72o,fold,fold,982,-1000
7190,7♣5♣J♦7♥2♠,h_bot,showdown,105,6♥6♠,5♦A♦,66,A5s,raise,call,982,-1000
7191,9♥7♠6♠3♠A♠,r_bot,showdown,105,2♥8♣,2♦J♦,82o,J2s,call,call,877,-895
7192,3♦2♦J♥Q♦9♣,h_bot,showdown,260,T♠K♦,6♦K♥,KTo,K6o,raise,call,982,-1000
7193,4♠8♦K♥2♥5♦,r_bot,showdown,10,3♥5♠,8♠4♦,53o,84o,fold,fold,972,-990
7194,8♣T♣4♦A♦8♦,h_bot,showdown,165,K♣2♦,2♠3♣,K2o,32o,fold,call,982,-1000
7195,6♥9♣K♣9♠3♠,r_bot,showdown,10,T♣3♥,9♥2♠,T3o,92o,fold,call,972,-990
7196,4♥K♦8♥9♥J♣,h_bot,showdown,165,5♣Q♣,5♠7♠,Q5s,75s,fold,call,982,-1000
7197,6♥K♣8♠2♦3♠,r_bot,showdown,10,9♠A♠,2♥9♥,A9s,92s,fold,call,972,-990
7198,7♦8♠4♥2♠5♦,r_bot,showdown,165,3♠3♥,J♥7♥,33,J7s,fold,call,817,-835
7199,6♦5♣K♣7♠6♣,h_bot,showdown,370,4♥3♥,J♥9♦,43s,J9o,raise,call,982,-1000
7200,T♠2♦K♠7♠9♣,r_bot,showdown,205,6♣9♠,8♣J♠,96o,J8o,fold,fold,777,-795
7201,Q♦J♥6♠9♥2♥,h_bot,showdown,215,6♣3♥,7♣K♦,63o,K7o,fold,call,982,-1000
7202,2♠7♦4♠7♥T♦,h_bot,showdown,205,A♣A♥,5♣T♥,AA,T5o,fold,call,982,-1000
7203,4♣4♠A♣8♦6♥,h_bot,showdown,10,A♦2♠,T♦2♣,A2o,T2o,fold,call,982,-1000
7204,T♦6♣9♥2♦5♣,r_bot,showdown,255,A♣2♣,9♦Q♦,A2s,Q9s,raise,call,727,-745
7205,J♥K♥Q♥6♣7♣,r_bot,showdown,265,3♠T♥,5♣6♦,T3o,65o,fold,call,717,-735
7206,T♦T♥A♥6♥5♦,r_bot,showdown,510,5♠7♦,6♣2♦,75o,62o,fold,call,462,-480
7207,T♠4♠Q♦3♥3♦,r_bot,showdown,265,5♣6♥,5♦K♣,65o,K5o,fold,call,452,-470
7208,5♥7♣7♥K♠J♣,h_bot,showdown,610,K♥8♥,J♦2♦,K8s,J2s,raise,call,757,-775
7209,4♠K♦J♦K♣9♠,h_bot,showdown,235,T♥6♦,6♠2♥,T6o,62o,fold,raise,982,-1000
7210,3♦K♠6♣3♠2♦,h_bot|r_bot,split,225,6♦9♥,T♠6♠,96o,T6s,fold,call,869,-888
7211,Q♦9♠4♠9♦A♥,h_bot,showdown,122,4♣9♥,8♣T♠,94o,T8o,fold,call,981,-1000
7212,5♣9♥Q♣A♥9♣,h_bot,showdown,275,T♣J♣,K♦4♠,JTs,K4o,raise,call,981,-1000
7213,3♠A♥2♣A♣2♠,h_bot,showdown,325,5♦A♦,K♥9♠,A5s,K9o,raise,call,981,-1000
7214,9♠2♠Q♣3♦5♠,r_bot,showdown,325,K♦J♥,8♣2♥,KJo,82o,fold,call,656,-675
7215,8♣2♥4♥T♥K♥,r_bot,showdown,335,2♣T♣,6♥9♦,T2s,96o,fold,call,646,-665
7216,5♣8♣T♠9♥A♥,h_bot,showdown,660,4♣Q♥,6♦J♣,Q4o,J6o,fold,raise,981,-1000
7217,A♥J♥3♠9♦2♦,r_bot,showdown,10,6♠9♣,T♠J♣,96o,JTo,fold,fold,971,-990
7218,T♦7♦K♠9♦5♦,r_bot,showdown,345,Q♥3♠,4♣A♦,Q3o,A4o,fold,fold,636,-655
7219,7♠4♣4♥6♠Q♠,r_bot,showdown,345,3♠2♦,K♣5♣,32o,K5s,fold,call,626,-645
7220,8♦7♥5♠2♠Q♠,r_bot,showdown,740,A♣T♦,7♦5♣,ATo,75o,raise,call,241,-260
7221,6♣8♦2♠K♠Q♥,r_bot,showdown,395,9♦A♣,A♦T♠,A9o,ATo,fold,call,231,-250
7222,4♦8♦A♦4♥A♣,r_bot,showdown,770,T♠3♣,J♦8♥,T3o,J8o,fold,call,-154,135
7223,9♥3♦3♥7♦A♣,r_bot,showdown,870,6♠6♣,2♠A♥,66,A2o,raise,call,-589,570
7224,5♣K♦4♠6♥3♥,r_bot,showdown,846,Q♦3♠,4♦9♦,Q3o,94s,fold,call,-1000,981
7225,J♦J♥J♠6♠9♦,h_bot,showdown,435,T♦3♥,7♥3♠,T3o,73o,fold,call,-565,546
7226,5♦3♠6♣K♠T♥,r_bot,showdown,900,2♣3♣,T♣9♦,32s,T9o,fold,raise,-1000,981
7227,Q♠7♣K♥6♣6♥,h_bot,showdown,465,4♦4♥,J♠3♦,44,J3o,fold,call,-535,516
7228,5♠6♥K♠J♠5♦,h_bot,showdown,930,6♣8♦,9♠T♥,86o,T9o,fold,call,-70,51
7229,8♣Q♦J♠6♣K♣,r_bot,showdown,475,9♠4♠,Q♠T♦,94s,QTo,fold,call,-80,61
7230,2♣3♥5♣4♦9♠,r_bot,showdown,475,7♥A♦,6♦3♠,A7o,63o,fold,fold,-545,526
7231,Q♥K♠T♣8♣4♠,r_bot,showdown,475,9♠3♠,4♦J♠,93s,J4o,fold,call,-555,536
7232,Q♣6♥9♥9♠3♦,r_bot,showdown,920,8♥5♣,6♣5♠,85o,65o,raise,raise,-1000,981
7233,5♦7♥9♥9♠4♦,r_bot,showdown,475,4♣Q♥,5♥T♦,Q4o,T5o,fold,call,-1000,981
7234,A♥6♦Q♥K♦4♣,h_bot|r_bot,split,475,5♥T♠,3♣T♦,T5o,T3o,fold,call,-763,743
7235,6♥5♥9♠3♥6♦,h_bot,showdown,525,5♠K♥,A♥3♦,K5o,A3o,fold,raise,-248,228
7236,3♦K♦9♠T♥Q♠,h_bot,showdown,525,K♠5♠,6♥8♥,K5s,86s,fold,fold,-238,218
7237,A♥7♥4♠Q♥8♦,h_bot,showdown,525,6♠7♣,4♥3♦,76o,43o,fold,call,277,-297
7238,3♠8♣T♠Q♣K♠,h_bot,showdown,525,A♣A♥,Q♦9♣,AA,Q9o,fold,fold,287,-307
7239,3♣4♥5♥A♦3♦,h_bot,showdown,525,T♦J♥,9♠6♣,JTo,96o,fold,call,802,-822
7240,J♠A♥8♣T♠6♥,h_bot,showdown,693,9♦A♣,5♣7♠,A9o,75o,fold,call,980,-1000
7241,6♣7♠9♥T♣K♠,r_bot,showdown,10,6♠3♦,2♣T♦,63o,T2o,fold,call,970,-990
7242,4♣4♦T♥8♦7♠,r_bot,showdown,525,6♣Q♣,T♠8♣,Q6s,T8o,fold,call,455,-475
7243,6♥A♣J♠Q♦8♠,h_bot,showdown,1030,8♦5♣,4♠T♦,85o,T4o,call,call,970,-990
7244,6♣6♦T♠7♦Q♠,h_bot,showdown,525,K♠J♦,9♣5♥,KJo,95o,fold,raise,980,-1000
7245,J♦A♦5♠A♥8♠,r_bot,showdown,60,2♥T♠,4♦J♠,T2o,J4o,raise,fold,920,-940
7246,2♠8♥A♠4♦J♠,h_bot,showdown,120,5♦8♣,Q♥T♥,85o,QTs,raise,fold,930,-950
7247,8♦8♣7♠5♦Q♣,h_bot,showdown,60,T♥Q♥,7♣K♦,QTs,K7o,fold,call,980,-1000
7248,7♣2♣J♣9♦J♥,h_bot,showdown,110,3♣9♥,3♥Q♦,93o,Q3o,fold,raise,980,-1000
7249,6♦3♥9♦4♦9♥,h_bot,showdown,10,A♣6♣,J♠5♠,A6s,J5s,fold,raise,980,-1000
7250,8♣K♦K♥J♠5♠,h_bot,showdown,0,J♦6♣,9♦8♠,J6o,98o,fold,call,980,-1000
7251,A♠6♦8♠T♣3♠,r_bot,showdown,60,9♦4♥,Q♣5♦,94o,Q5o,raise,call,920,-940
7252,6♣Q♠6♠2♠8♣,r_bot,showdown,120,4♦Q♥,8♠T♠,Q4o,T8s,fold,call,860,-880
7253,J♦5♦5♥J♣8♣,r_bot,showdown,70,3♠4♥,Q♥8♦,43o,Q8o,fold,call,850,-870
7254,A♥9♣K♣2♣T♦,h_bot,showdown,220,2♥T♠,J♦J♥,T2o,JJ,raise,call,960,-980
7255,4♣2♠3♦Q♣A♥,r_bot,showdown,180,4♠8♠,5♦6♥,84s,65o,raise,call,800,-820
7256,9♦8♣6♠3♦J♦,r_bot,showdown,320,5♠6♣,K♦J♠,65o,KJo,fold,call,640,-660
7257,J♥8♥8♣K♣5♣,r_bot,showdown,210,Q♠7♣,6♣J♠,Q7o,J6o,fold,raise,630,-650
7258,3♠A♠T♦5♠A♣,h_bot,showdown,500,K♦7♣,Q♣4♦,K7o,Q4o,raise,call,880,-900
7259,J♦9♣7♠5♥6♠,h_bot,showdown,110,4♠3♣,A♦3♦,43o,A3s,fold,call,980,-1000
7260,3♥5♦2♣A♦7♣,h_bot,showdown,250,9♥J♥,T♥9♣,J9s,T9o,fold,call,980,-1000
7261,6♠7♥7♦9♣T♥,h_bot,showdown,10,K♠J♣,Q♥3♣,KJo,Q3o,fold,call,980,-1000
7262,6♥5♥J♥6♦2♠,r_bot,showdown,300,Q♣7♣,K♥4♠,Q7s,K4o,raise,call,680,-700
7263,J♣K♠7♠5♥4♣,r_bot,showdown,310,9♣Q♥,T♥T♣,Q9o,TT,fold,call,670,-690
7264,A♥8♦9♠9♥Q♥,h_bot,showdown,600,Q♠K♥,4♣6♣,KQo,64s,fold,call,970,-990
7265,T♠4♠7♣J♦5♦,r_bot,showdown,20,A♥7♠,5♣J♥,A7o,J5o,fold,call,960,-980
7266,7♠4♦Q♥T♠Q♦,r_bot,showdown,360,3♥K♠,9♠Q♠,K3o,Q9s,raise,fold,610,-630
7267,8♠T♠5♦3♣9♦,r_bot,showdown,750,J♦A♦,8♥T♦,AJs,T8o,raise,fold,210,-230
7268,9♠3♥2♣6♠A♣,r_bot,showdown,800,2♥4♥,3♣5♦,42s,53o,fold,call,-190,170
7269,K♦4♦4♣Q♠4♠,r_bot,showdown,850,2♠8♦,K♠8♣,82o,K8o,raise,fold,-640,620
7270,5♠Q♠3♦9♠2♣,h_bot,showdown,810,6♦J♣,8♥T♠,J6o,T8o,fold,call,-190,170
7271,J♣A♣6♦7♣2♠,h_bot,showdown,460,6♠2♦,8♦2♥,62o,82o,fold,call,260,-280
7272,K♠3♣Q♥2♥T♥,r_bot,showdown,900,3♦8♣,5♥T♠,83o,T5o,fold,call,-190,170
7273,5♥T♦8♠7♥J♠,r_bot,showdown,460,T♣4♦,9♣2♥,T4o,92o,fold,call,-200,180
7274,6♠2♠A♦K♥7♣,r_bot,showdown,460,8♥4♣,A♣K♠,84o,AKo,fold,fold,-650,630
7275,8♠T♦3♥9♦6♥,r_bot,showdown,460,4♦6♠,9♣6♦,64o,96o,fold,call,-660,640
7276,2♣9♣8♠Q♠3♠,h_bot,showdown,710,A♠Q♣,5♠2♦,AQo,52o,raise,raise,-290,270
7277,4♠3♠Q♣3♦9♦,r_bot,showdown,380,T♥6♣,3♣8♥,T6o,83o,fold,call,-300,280
7278,6♠Q♥7♣8♣5♣,r_bot,showdown,770,J♠7♦,5♦4♣,J7o,54o,fold,raise,-670,650
7279,K♥A♦A♥J♦Q♦,h_bot|r_bot,split,410,3♦2♥,2♣8♥,32o,82o,fold,call,-475,455
7280,6♥8♣T♥7♣K♥,h_bot,showdown,930,T♣T♠,5♦A♦,TT,A5s,raise,raise,5,-25
7281,3♣3♦A♣5♣7♥,r_bot,showdown,1060,8♠5♥,7♠6♠,85o,76s,raise,call,-525,505
7282,9♥A♣A♥5♠4♦,r_bot,showdown,1005,K♠T♠,2♠5♦,KTs,52o,fold,call,-1000,980
7283,6♠8♥7♠A♣2♥,r_bot,showdown,530,4♦2♠,5♦6♥,42o,65o,fold,call,-1000,980
7284,J♦T♠K♠8♦2♣,r_bot,showdown,530,3♣5♦,4♥Q♥,53o,Q4s,fold,call,-1000,980
7285,Q♠8♦K♠2♥5♥,h_bot,showdown,530,K♦5♠,8♣4♣,K5o,84s,fold,call,-470,450
7286,Q♠3♦3♠8♦4♠,h_bot|r_bot,split,1060,4♣9♣,2♣4♦,94s,42o,fold,call,-470,450
7287,A♥8♣7♥5♦4♥,h_bot,showdown,540,3♥2♠,T♥J♦,32o,JTo,fold,call,60,-80
7288,Q♦5♦5♣3♦9♥,r_bot,showdown,540,6♣2♥,5♠3♠,62o,53s,fold,fold,-470,450
7289,3♠5♥7♦9♣A♦,r_bot,showdown,1060,8♦5♦,K♦A♠,85s,AKo,raise,call,-1000,980
7290,T♠3♥T♣5♥8♥,h_bot,showdown,560,Q♥Q♠,J♣2♦,QQ,J2o,fold,raise,-440,420
7291,2♠8♥3♥3♣7♥,h_bot,showdown,570,3♠5♦,6♥7♦,53o,76o,fold,call,120,-140
7292,A♦8♠Q♦2♦7♣,h_bot,showdown,1120,9♦J♣,3♠4♠,J9o,43s,call,call,680,-700
7293,Q♦2♠5♠9♥7♣,r_bot,showdown,910,T♥A♦,Q♠J♣,ATo,QJo,raise,call,70,-90
7294,A♠9♥4♠T♦8♠,h_bot,showdown,1220,J♦K♣,2♦5♥,KJo,52o,fold,call,680,-700
7295,Q♣J♠8♣2♦2♥,r_bot,showdown,960,A♥J♦,6♠2♠,AJo,62s,raise,call,20,-40
7296,8♠A♣2♠8♣3♠,h_bot,showdown,1320,8♦J♥,8♥4♦,J8o,84o,fold,call,680,-700
7297,2♦A♣Q♣T♣3♠,r_bot,showdown,310,4♥T♦,3♥3♦,T4o,33,fold,fold,670,-690
7298,T♠6♣7♦5♥3♣,h_bot,showdown,1020,4♣9♦,J♠Q♣,94o,QJo,raise,call,980,-1000
7299,K♥Q♦K♦7♠Q♥,r_bot,showdown,10,5♥5♠,Q♠K♠,55,KQs,fold,call,970,-990
7300,8♣9♦7♣2♦5♥,r_bot,showdown,770,3♠J♣,4♣Q♥,J3o,Q4o,raise,call,210,-230
7301,6♠A♣6♥8♦2♥,h_bot|r_bot,split,770,4♠8♣,9♥8♥,84o,98s,fold,call,585,-605
7302,6♥K♠Q♠3♥Q♦,h_bot,showdown,1155,9♦T♥,2♦8♥,T9o,82o,fold,call,980,-1000
7303,9♠Q♦9♣2♥8♥,r_bot,showdown,810,K♠3♥,5♠5♣,K3o,55,raise,call,170,-190
7304,2♣8♥K♣T♦A♣,r_bot,showdown,1620,A♠9♣,A♥T♣,A9o,ATo,fold,call,-640,620
7305,T♦2♥J♥3♥4♦,h_bot,showdown,1170,4♥Q♥,6♦A♥,Q4s,A6o,raise,call,170,-190
7306,T♥4♣J♦7♣3♣,h_bot,showdown,720,Q♦7♥,3♠K♠,Q7o,K3s,fold,call,530,-550
7307,7♠Q♥K♣J♦T♣,h_bot,showdown,370,8♠6♠,5♠2♠,86s,52s,fold,call,890,-910
7308,Q♣4♣2♥J♠9♠,h_bot,showdown,450,9♣A♥,T♣3♠,A9o,T3o,fold,call,980,-1000
7309,5♣7♥8♦T♦9♥,r_bot,showdown,410,4♥9♣,J♥J♣,94o,JJ,raise,call,570,-590
7310,5♠K♦J♥A♠Q♦,r_bot,showdown,820,3♥6♣,T♣T♥,63o,TT,fold,call,160,-180
7311,9♣T♠8♥8♦4♥,r_bot,showdown,420,4♦6♠,6♦T♦,64o,T6s,fold,call,150,-170
7312,9♠5♠A♠3♦7♣,r_bot,showdown,820,2♦7♦,9♥K♣,72s,K9o,fold,call,-260,240
7313,5♠9♠T♣8♣Q♥,r_bot,showdown,420,2♦A♠,6♣8♥,A2o,86o,fold,call,-270,250
7314,6♦K♦2♣J♣T♠,r_bot,showdown,850,4♣A♣,T♣K♥,A4s,KTo,fold,raise,-680,660
7315,7♠T♣Q♦4♦T♥,r_bot,showdown,450,6♣9♦,8♥9♥,96o,98s,fold,call,-690,670
7316,7♦7♠2♥6♠8♣,r_bot,showdown,650,K♣K♠,9♠5♦,KK,95o,raise,raise,-1000,980
7317,4♥6♦3♥6♥9♠,r_bot,showdown,340,8♣2♠,5♠J♥,82o,J5o,raise,call,-1000,980
7318,3♠6♣7♦Q♠8♣,h_bot,showdown,10,A♣T♠,J♦2♦,ATo,J2s,raise,call,-990,970
7319,Q♠2♠8♥3♠K♥,r_bot,showdown,10,2♥4♠,8♠T♦,42o,T8o,fold,call,-1000,980
7320,T♦K♣6♠3♣2♥,h_bot,showdown,10,7♦3♥,J♥5♥,73o,J5s,fold,call,-990,970
7321,3♥6♦3♦9♥7♥,r_bot,showdown,10,4♦2♣,6♠5♥,42o,65o,fold,call,-1000,980
7322,3♦5♣K♥Q♣8♥,h_bot,showdown,10,A♥T♥,4♠J♦,ATs,J4o,raise,call,-990,970
7323,2♣A♣A♥T♥Q♦,h_bot,showdown,50,3♦9♠,7♦8♥,93o,87o,fold,raise,-950,930
7324,9♥8♦K♣8♠3♥,r_bot,showdown,80,3♠5♦,2♥8♥,53o,82s,fold,call,-990,970
7325,J♣2♦4♣9♦8♦,h_bot,showdown,50,9♠7♦,K♣T♦,97o,KTo,fold,call,-950,930
7326,2♣2♠K♣Q♦6♣,h_bot,showdown,50,T♥5♥,8♣9♠,T5s,98o,fold,fold,-940,920
7327,2♥9♦Q♠J♣8♣,r_bot,showdown,120,2♠9♠,9♥T♥,92s,T9s,raise,call,-1000,980
7328,K♠A♠Q♠5♦2♥,h_bot,showdown,90,K♣2♦,4♠8♦,K2o,84o,fold,raise,-910,890
7329,T♣2♥9♦A♣9♣,r_bot,showdown,180,8♥J♥,A♠K♥,J8s,AKo,raise,call,-1000,980
7330,5♠T♥8♠6♣5♥,h_bot,showdown,90,A♣A♦,2♠2♣,AA,22,fold,call,-910,890
7331,6♥3♥T♣Q♠K♦,r_bot,showdown,100,4♦2♥,7♣9♣,42o,97s,fold,call,-920,900
7332,K♥6♠T♠2♦A♥,h_bot|r_bot,split,160,8♠5♥,4♣8♥,85o,84o,raise,call,-920,900
7333,Q♦J♥7♦Q♣Q♥,h_bot,showdown,90,6♥J♦,3♣K♣,J6o,K3s,fold,call,-840,820
7334,Q♦2♥7♠Q♥3♥,r_bot,showdown,90,3♦5♠,7♣T♦,53o,T7o,fold,fold,-920,900
7335,5♠4♦7♦T♦2♥,r_bot,showdown,160,5♥8♣,Q♦A♦,85o,AQs,raise,call,-1000,980
7336,5♠6♠K♠7♣3♥,h_bot,showdown,80,6♥4♦,A♣3♣,64o,A3s,fold,call,-920,900
7337,K♥6♣5♥9♦9♥,r_bot,showdown,160,T♥2♦,5♦T♠,T2o,T5o,raise,call,-1000,980
7338,9♣5♠T♦4♦3♣,h_bot,showdown,10,5♣K♣,J♦3♥,K5s,J3o,fold,fold,-990,970
7339,4♠6♥6♠4♥2♠,h_bot|r_bot,split,90,5♥A♦,8♥A♠,A5o,A8o,fold,call,-955,935
7340,T♦J♣2♣5♥4♥,h_bot,showdown,120,2♦T♣,Q♠3♠,T2o,Q3s,raise,raise,-880,860
7341,J♠T♥9♦6♦Q♠,r_bot,showdown,85,9♣J♣,6♣Q♣,J9s,Q6s,fold,call,-890,870
7342,A♠Q♥3♣7♠5♠,r_bot,showdown,150,T♠3♦,K♦7♣,T3o,K7o,fold,call,-965,945
7343,J♣5♣Q♦2♠8♣,h_bot,showdown,110,9♥T♥,3♦2♣,T9s,32o,raise,call,-890,870
7344,K♣J♦6♦7♦8♦,h_bot,showdown,45,Q♦2♥,4♠3♦,Q2o,43o,fold,fold,-880,860
7345,K♦Q♥Q♠7♥9♥,r_bot,showdown,45,8♥T♣,J♠Q♣,T8o,QJo,fold,call,-890,870
7346,8♠5♦7♣K♣3♥,r_bot,showdown,70,J♥6♦,3♦2♥,J6o,32o,fold,call,-925,905
7347,4♣6♦A♥Q♣3♠,h_bot,showdown,45,3♥9♠,2♥9♦,93o,92o,fold,call,-890,870
7348,T♠8♠7♣K♠K♣,r_bot,showdown,70,A♠2♥,7♦3♦,A2o,73s,fold,call,-925,905
7349,4♦J♦8♥K♠7♦,r_bot,showdown,70,3♣4♠,4♥K♦,43o,K4o,call,call,-960,940
7350,J♥4♣9♣2♦A♣,r_bot,showdown,45,8♥2♠,Q♥Q♦,82o,QQ,fold,fold,-995,975
7351,K♠2♣7♦T♠6♣,r_bot,showdown,80,9♠3♠,2♥2♦,93s,22,fold,raise,-1000,980
7352,2♣K♥Q♦6♠4♣,r_bot,showdown,75,K♠2♠,4♦4♠,K2s,44,fold,call,-1000,980
7353,5♠6♦3♦6♠2♦,h_bot,showdown,75,4♦9♣,2♠5♣,94o,52o,raise,call,-925,905
7354,Q♥Q♣2♣6♣2♠,h_bot,showdown,10,K♠8♥,T♣9♦,K8o,T9o,fold,call,-915,895
7355,Q♠J♥8♣9♦K♥,h_bot|r_bot,split,60,8♦A♥,A♣8♠,A8o,A8o,raise,fold,-945,925
7356,A♦2♥3♦Q♣7♥,h_bot,showdown,115,6♦A♥,9♦8♠,A6o,98o,fold,call,-885,865
7357,5♥J♣8♣A♦6♥,h_bot,showdown,220,3♣A♣,Q♥2♦,A3s,Q2o,raise,call,-775,755
7358,7♣Q♠8♦4♠9♦,h_bot,showdown,320,Q♣2♣,5♦T♣,Q2s,T5o,raise,call,-615,595
7359,5♥J♦5♦8♣T♣,h_bot,showdown,170,8♠6♥,2♣2♥,86o,22,fold,call,-455,435
7360,Q♠K♣6♦T♠T♣,h_bot,showdown,320,2♥6♠,A♦9♥,62o,A9o,fold,call,-295,275
7361,8♣6♦4♣5♥7♥,r_bot,showdown,420,T♠7♣,9♦6♣,T7o,96o,raise,call,-505,485
7362,7♣5♦T♥2♣3♥,h_bot,showdown,520,T♠A♥,K♥Q♦,ATo,KQo,raise,call,-245,225
7363,4♣Q♦5♣7♦2♥,h_bot,showdown,570,8♦A♣,3♥T♠,A8o,T3o,raise,fold,15,-35
7364,J♦A♥K♠3♠5♣,r_bot,showdown,620,9♦7♦,Q♠8♣,97s,Q8o,fold,call,-295,275
7365,7♦K♥6♠9♥5♦,r_bot,showdown,320,7♥4♠,9♠6♦,74o,96o,fold,call,-305,285
7366,4♠Q♣K♣7♣J♦,h_bot,showdown,650,J♠K♦,5♠T♦,KJo,T5o,fold,raise,35,-55
7367,4♥7♠3♥Q♠J♥,h_bot,showdown,350,K♣J♠,4♣9♦,KJo,94o,fold,call,375,-395
7368,Q♠4♥Q♣7♦5♠,h_bot,showdown,680,5♣K♠,T♥2♦,K5o,T2o,fold,call,715,-735
7369,5♠6♦A♠A♥K♠,r_bot,showdown,275,5♥3♠,Q♥Q♦,53o,QQ,fold,fold,705,-725
7370,9♣J♦8♣3♦7♠,h_bot,showdown,665,7♦T♦,8♦7♥,T7s,87o,raise,call,980,-1000
7371,5♠9♣K♥T♦6♠,h_bot,showdown,10,T♣6♥,2♥2♣,T6o,22,fold,fold,980,-1000
7372,2♦6♠T♠7♦5♠,r_bot,showdown,390,3♦2♣,T♣8♦,32o,T8o,fold,call,590,-610
7373,9♣J♣3♥T♥7♥,h_bot,showdown,400,4♣8♥,7♠Q♠,84o,Q7s,fold,call,980,-1000
7374,T♥4♣6♠J♦A♦,h_bot,showdown,440,7♠7♥,9♠6♥,77,96o,raise,call,980,-1000
7375,T♠6♣T♥J♠K♣,r_bot,showdown,490,2♥2♦,9♥Q♣,22,Q9o,raise,call,490,-510
7376,K♠2♣3♠5♣A♠,r_bot,showdown,980,5♥3♦,A♥2♠,53o,A2o,fold,raise,0,-20
7377,8♠5♥9♣J♥4♦,r_bot,showdown,540,K♦8♣,7♥J♣,K8o,J7o,fold,raise,-10,-10
7378,T♣5♦5♣6♣2♣,r_bot,showdown,1060,Q♦7♠,3♥T♥,Q7o,T3s,call,call,-540,520
